relation_id,cert_id,major_id,is_active
cmj_00556,cert_0200,major_qnet_2221,True
cmj_00557,cert_0200,major_qnet_3889,True
cmj_00558,cert_0141,major_qnet_7128,True
cmj_00559,cert_0141,major_qnet_3805,True
cmj_00560,cert_0141,major_qnet_2221,True
cmj_00561,cert_0141,major_qnet_3889,True
cmj_00562,cert_0101,major_qnet_7128,True
cmj_00563,cert_0101,major_qnet_3805,True
cmj_00564,cert_0101,major_qnet_2221,True
cmj_00565,cert_0101,major_qnet_3889,True
cmj_00566,cert_0139,major_qnet_7128,True
cmj_00567,cert_0139,major_qnet_3805,True
cmj_00568,cert_0139,major_qnet_2221,True
cmj_00569,cert_0139,major_qnet_3889,True
cmj_00570,cert_0146,major_qnet_7128,True
cmj_00571,cert_0146,major_qnet_3805,True
cmj_00572,cert_0146,major_qnet_2221,True
cmj_00573,cert_0146,major_qnet_3889,True
cmj_00574,cert_0145,major_qnet_7128,True
cmj_00575,cert_0145,major_qnet_3805,True
cmj_00576,cert_0145,major_qnet_2221,True
cmj_00577,cert_0145,major_qnet_3889,True
