udeptcd,udeptnm,udeptmdobligcd,udeptmdoblignm,udeptobligcd,udeptoblignm
9826,"스마트오션모빌리티(공학)(과,전공)",164,조선,16,기계
9827,"스마트건설토목(학)(과,전공)",142,토목,14,건설
9828,산업경제학과(중앙대만해당),024,생산관리,2,경영.회계.사무
9829,세무회계학과(협성대만해당),024,생산관리,2,경영.회계.사무
9830,기업금융전공(대구가톨릭대만해당),024,생산관리,2,경영.회계.사무
9831,"스마트가드닝(학)(과,전공)",082,디자인,8,문화.예술.디자인.방송
9831,"스마트가드닝(학)(과,전공)",241,농업,24,농림어업
9831,"스마트가드닝(학)(과,전공)",243,임업,24,농림어업
9832,"스마트바이오(학)(과,전공)",182,위험물,18,화학
9832,"스마트바이오(학)(과,전공)",251,안전관리,25,안전관리
9832,"스마트바이오(학)(과,전공)",261,환경,26,환경.에너지
9833,"3D모델링(학)(과,전공)",161,기계제작,16,기계
9834,"반도체기계설계(학)(과,전공)",161,기계제작,16,기계
9835,"소방응급구조(학)(과,전공)",251,안전관리,25,안전관리
9836,"화장품신소재과학(학)(과,전공)",181,화공,18,화학
9837,의무부사관과(대전보건대만해당),061,보건.의료,6,보건.의료
9837,의무부사관과(대전보건대만해당),061-2,보건.의료(국제의료관광코디네이터),6,보건.의료
9838,"가드닝(학)(과,전공)",243,임업,24,농림어업
9839,"재활의료(공학)(과,전공)",202,전자,20,전기.전자
9840,국제무역학전공(건국대학교만해당),024,생산관리,2,경영.회계.사무
9841,"전자통신AI(공학)(과,전공)",201,전기,20,전기.전자
9841,"전자통신AI(공학)(과,전공)",202,전자,20,전기.전자
9842,디지털기술경영전공(호서대만해당),024,생산관리,2,경영.회계.사무
9842,디지털기술경영전공(호서대만해당),211,정보기술,21,정보통신
9843,"가구리빙디자인(학)(과,전공)",082,디자인,8,문화.예술.디자인.방송
9844,"코스메틱사이언스(학)(과,전공)",181,화공,18,화학
9844,"코스메틱사이언스(학)(과,전공)",251,안전관리,25,안전관리
9845,회계세무전공(대구가톨릭대학교만해당),024,생산관리,2,경영.회계.사무
9846,"기계생산(공학)(과,전공)",161,기계제작,16,기계
9847,시니어스포츠학전공(대구한의대만해당),061,보건.의료,6,보건.의료
9847,시니어스포츠학전공(대구한의대만해당),061-2,보건.의료(국제의료관광코디네이터),6,보건.의료
9848,"IT기계(공학)(과,전공)",161,기계제작,16,기계
9849,"스마트도시농업복지(학)(과,전공)",241,농업,24,농림어업
9850,공공행정학과(국립한밭대만해당),144,도시.교통,14,건설
9851,"농식품경영(학)(과,전공)",243,임업,24,농림어업
9852,무역학과(전주대만해당),024,생산관리,2,경영.회계.사무
9853,심리학전공(중앙대학교 학점은행제만 해당),061,보건.의료,6,보건.의료
9853,심리학전공(중앙대학교 학점은행제만 해당),071,사회복지.종교,7,사회복지.종교
9854,"미래전기자동차(학)(과,전공)",166,자동차,16,기계
9855,"건설스마트안전(공학)(과,전공)",142,토목,14,건설
9855,"건설스마트안전(공학)(과,전공)",251,안전관리,25,안전관리
9856,과학교육과(물리(전공)),262,에너지.기상,26,환경.에너지
9857,"저전력반도체설계(학)(과,전공)",202,전자,20,전기.전자
9858,KMU International Business School학부(국민대학교만해당),024,생산관리,2,경영.회계.사무
9859,회계학과(중앙대학교만해당),024,생산관리,2,경영.회계.사무
9860,국제통상학과(국립한국해양대학교만해당),024,생산관리,2,경영.회계.사무
9861,행정학과(순천대학교만해당),144,도시.교통,14,건설
9862,회계학전공(경상국립대학교만해당),024,생산관리,2,경영.회계.사무
9863,공공정책전공(경북대학교만해당),144,도시.교통,14,건설
9864,공공관리전공(경북대학교만해당),144,도시.교통,14,건설
9865,"에너지환경융합(학)(과,전공)",161,기계제작,16,기계
9866,정보사회학과(한양대학교),211,정보기술,21,정보통신
9867,글로벌금융전공(숭실대학교만해당),024,생산관리,2,경영.회계.사무
9868,디지털금융전공(숭실대학교만해당),024,생산관리,2,경영.회계.사무
9869,"글로벌바이오메디컬(공학)(과,전공)",181,화공,18,화학
9869,"글로벌바이오메디컬(공학)(과,전공)",202,전자,20,전기.전자
9870,문화콘텐츠기획트랙(호서대학교만해당),082,디자인,8,문화.예술.디자인.방송
9871,영상미디어트랙(호서대학교만해당),082,디자인,8,문화.예술.디자인.방송
9872,문화영상학부(호서대학교만해당),082,디자인,8,문화.예술.디자인.방송
9873,경영학과(동국대학교 경주캠퍼스만해당),024,생산관리,2,경영.회계.사무
9874,무역학과(대구대학교만해당),024,생산관리,2,경영.회계.사무
9875,중소기업학전공(숭실대학교만해당),024,생산관리,2,경영.회계.사무
9876,"AI스마트팜융합(학)(과,전공)",241,농업,24,농림어업
9876,"AI스마트팜융합(학)(과,전공)",243,임업,24,농림어업
9877,금융학부(숭실대학교만해당),024,생산관리,2,경영.회계.사무
9878,"화훼플로리스트(학)(과,전공)",082,디자인,8,문화.예술.디자인.방송
9878,"화훼플로리스트(학)(과,전공)",241,농업,24,농림어업
9879,"스마트승강기(학)(과,전공)",162,기계장비설비.설치,16,기계
9879,"스마트승강기(학)(과,전공)",201,전기,20,전기.전자
9880,"농촌지도(학)(과,전공)",241,농업,24,농림어업
9880,"농촌지도(학)(과,전공)",242,축산,24,농림어업
9881,"이차전지융합(학)(과,전공)",162,기계장비설비.설치,16,기계
9881,"이차전지융합(학)(과,전공)",182,위험물,18,화학
9881,"이차전지융합(학)(과,전공)",201,전기,20,전기.전자
9881,"이차전지융합(학)(과,전공)",251,안전관리,25,안전관리
9882,"3D조형(학)(과,전공)",082,디자인,8,문화.예술.디자인.방송
9883,"산업시각디자인(학)(과,전공)",082,디자인,8,문화.예술.디자인.방송
9884,경영학과(세한대학교만해당),024,생산관리,2,경영.회계.사무
9885,경제학과(대구가톨릭대학교만해당),024,생산관리,2,경영.회계.사무
9886,"에너지나노재료(학)(과,전공)",175,도장.도금,17,재료
9887,행정학과(경상국립대학교만해당),144,도시.교통,14,건설
9888,"점자문헌정보(학)(과,전공)",211,정보기술,21,정보통신
9889,"기계공학및자동화(학)(과,전공)",161,기계제작,16,기계
9890,"동물보건(학)(과,전공)",242,축산,24,농림어업
9891,"융합전자통신(학)(과,전공)",202,전자,20,전기.전자
9892,"스마트융합기계(학)(과,계열,전공)",161,기계제작,16,기계
9893,"해양수산공공인재(학)(과,전공)",142,토목,14,건설
9893,"해양수산공공인재(학)(과,전공)",244,어업,24,농림어업
9894,경영과/전공(포항대학교만해당),024,생산관리,2,경영.회계.사무
9895,"해사경영관리(학)(과,전공)",164,조선,16,기계
9896,"해사법무보험(학)(과,전공)",164,조선,16,기계
9897,"해사안전(학)(과,전공)",164,조선,16,기계
9898,"지능항해시스템(학)(과,전공)",164,조선,16,기계
9899,"해사글로벌(학)(과,전공)",164,조선,16,기계
9900,"생태관광(학)(과,전공)",061,보건.의료,6,보건.의료
9900,"생태관광(학)(과,전공)",061-2,보건.의료(국제의료관광코디네이터),6,보건.의료
9901,Global Business&Technology전공(한국외국어대만),024,생산관리,2,경영.회계.사무
9902,무역유통학과(안양대학교만),024,생산관리,2,경영.회계.사무
9903,행정학과(명지대학교만),144,도시.교통,14,건설
9904,행정학과(충북대학교만),144,도시.교통,14,건설
9905,경영학부(경일대학교만),024,생산관리,2,경영.회계.사무
9906,국제통상통역학과(금강대학교만),024,생산관리,2,경영.회계.사무
9907,"웹툰만화콘텐츠(학)(과,전공)",082,디자인,8,문화.예술.디자인.방송
9908,행정학과(안양대학교만),144,도시.교통,14,건설
9909,"미용피부관리(학)(과,전공)",082,디자인,8,문화.예술.디자인.방송
9910,"미용피부화장품(학)(과,전공)",082,디자인,8,문화.예술.디자인.방송
9911,마이스터경영학과(단국대학교만),024,생산관리,2,경영.회계.사무
9912,"그린반도체설계(학)(과,전공)",202,전자,20,전기.전자
9913,"디지털도시건설(학)(과,전공)",141,건축,14,건설
9913,"디지털도시건설(학)(과,전공)",142,토목,14,건설
9914,행정정책학전공(동의대학교만),144,도시.교통,14,건설
9915,행정학전공(동국대학교),144,도시.교통,14,건설
9916,공공행정학전공(동국대학교),144,도시.교통,14,건설
9917,"K-뷰티화장품산업(학)(과,전공)",082,디자인,8,문화.예술.디자인.방송
9918,"IT융합디자인(공학)(과,전공)",082,디자인,8,문화.예술.디자인.방송
9920,글로벌비즈니스학과(강원대학교만),024,생산관리,2,경영.회계.사무
9921,"첨단운송기계시스템(학)(과,전공)",164,조선,16,기계
9922,"바이오신약의과학(학)(부,과,전공)",181,화공,18,화학
9923,행정과(부산경상대학교만),144,도시.교통,14,건설
9924,"소재화학(학)(부,과,전공)",181,화공,18,화학
9925,벤처비즈니스전공(호서대학교만),024,생산관리,2,경영.회계.사무
9926,경제학부(부산대학교만),024,생산관리,2,경영.회계.사무
9927,"화장품식품개발(학)(부,과,전공)",181,화공,18,화학
9928,"산업소방안전(학)(부,과,전공)",182,위험물,18,화학
9928,"산업소방안전(학)(부,과,전공)",251,안전관리,25,안전관리
9929,경영과(제주산업정보대학만),024,생산관리,2,경영.회계.사무
9930,"AI자동화설계(공학)(부,과,전공)",161,기계제작,16,기계
9930,"AI자동화설계(공학)(부,과,전공)",162,기계장비설비.설치,16,기계
9931,"AI정보(공학)(부,과,전공)",211,정보기술,21,정보통신
9932,회계학과(경원대학교만),024,생산관리,2,경영.회계.사무
9933,"생활스포츠(학)(부,과,전공)",061,보건.의료,6,보건.의료
9933,"생활스포츠(학)(부,과,전공)",061-2,보건.의료(국제의료관광코디네이터),6,보건.의료
9934,"스포츠건강재활(학)(부,과,전공)",061,보건.의료,6,보건.의료
9934,"스포츠건강재활(학)(부,과,전공)",061-2,보건.의료(국제의료관광코디네이터),6,보건.의료
9935,"첨단항공기계(학)(부,과,전공)",161,기계제작,16,기계
9935,"첨단항공기계(학)(부,과,전공)",165,항공,16,기계
9936,경제학과(광주대학교만),024,생산관리,2,경영.회계.사무
9937,"백신생명(공학)(부,과,전공)",181,화공,18,화학
9937,"백신생명(공학)(부,과,전공)",182,위험물,18,화학
9938,"CG디자인(학)(부,과,전공)",082,디자인,8,문화.예술.디자인.방송
9938,"CG디자인(학)(부,과,전공)",202,전자,20,전기.전자
9939,조형예술·디자인학과,082,디자인,8,문화.예술.디자인.방송
9940,반도체디스플레이스쿨,182,위험물,18,화학
9941,"함정기술부사관(학)(부,과,전공)",162,기계장비설비.설치,16,기계
9942,행정학전공(강원대학교만),144,도시.교통,14,건설
9943,"농림(학)(부,과,전공)",243,임업,24,농림어업
9944,"스마트무인항공(학)(부,과,전공)",165,항공,16,기계
9945,재무전공(Washington University in St. Louis만),024,생산관리,2,경영.회계.사무
9946,"스마트그린소재(공학)(부,과,전공)",182,위험물,18,화학
9947,"카페베이커리(학)(부,과,전공)",222,제과.제빵,22,식품.가공
9948,글로벌행정학과(연세대학교만),144,도시.교통,14,건설
9949,행정학과(국민대학교만),144,도시.교통,14,건설
9950,"바이오헬스융합(학)(부,과,전공)",221,식품,22,식품.가공
9951,"컴퓨터·정보통신군사(학)(부,과,전공)",211,정보기술,21,정보통신
9952,"스마트축산(학)(부,과,계열,전공)",242,축산,24,농림어업
9953,"호텔조리베이커리(학)(부,과,전공)",222,제과.제빵,22,식품.가공
9954,"의료보험관리(학)(부,과,전공)",061,보건.의료,6,보건.의료
9954,"의료보험관리(학)(부,과,전공)",061-2,보건.의료(국제의료관광코디네이터),6,보건.의료
9955,"관광컨벤션(학)(부,과,전공)",061,보건.의료,6,보건.의료
9955,"관광컨벤션(학)(부,과,전공)",061-2,보건.의료(국제의료관광코디네이터),6,보건.의료
9956,"기술경영공학(과,전공)(전주대학교만)",024,생산관리,2,경영.회계.사무
9956,"기술경영공학(과,전공)(전주대학교만)",251,안전관리,25,안전관리
9957,미래기술경영공학과(전주대학교만),024,생산관리,2,경영.회계.사무
9957,미래기술경영공학과(전주대학교만),251,안전관리,25,안전관리
9958,서비스경영전공(부산외국어대학교만),024,생산관리,2,경영.회계.사무
9959,행정학과(가톨릭대학교만),144,도시.교통,14,건설
9960,"3D제품디자인(학)(부,과,전공)",082,디자인,8,문화.예술.디자인.방송
9961,"웹툰일러스트(학)(부,과,전공)",082,디자인,8,문화.예술.디자인.방송
9962,"반도체공정운영(학)(부,과,전공)",202,전자,20,전기.전자
9962,"반도체공정운영(학)(부,과,전공)",251,안전관리,25,안전관리
9963,"반도체장비유지보수(학)(부,과,전공)",202,전자,20,전기.전자
9963,"반도체장비유지보수(학)(부,과,전공)",251,안전관리,25,안전관리
9964,해군사관학부(국립목포해양대학교만),161,기계제작,16,기계
9964,해군사관학부(국립목포해양대학교만),164,조선,16,기계
9964,해군사관학부(국립목포해양대학교만),251,안전관리,25,안전관리
9965,"제과제빵식음료(학)(부,과,전공)",221,식품,22,식품.가공
9965,"제과제빵식음료(학)(부,과,전공)",222,제과.제빵,22,식품.가공
9966,경영과학과(한국과학기술원만),024,생산관리,2,경영.회계.사무
9967,행정학과(제주대학교만),144,도시.교통,14,건설
9968,경제학과(경기대학교만),024,생산관리,2,경영.회계.사무
9969,"기계우주항공(공학)(부,과,전공)",161,기계제작,16,기계
9970,"구난구조렉카특장(학)(부,과,전공)",174,용접,17,재료
9971,"철도소프트웨어(학)(부,과,전공)",091,운전.운송,9,운전.운송
9971,"철도소프트웨어(학)(부,과,전공)",201,전기,20,전기.전자
9972,"인공지능융합(학)(부,과,전공)",202,전자,20,전기.전자
9972,"인공지능융합(학)(부,과,전공)",211,정보기술,21,정보통신
9973,"반려동물관리(학)(부,과,전공)",242,축산,24,농림어업
9974,"글로벌디저트(학)(부,과,전공)",222,제과.제빵,22,식품.가공
9975,"디저트베이커리(학)(부,과,전공)",222,제과.제빵,22,식품.가공
9976,"디저트제빵(학)(부,과,전공)",222,제과.제빵,22,식품.가공
9977,"스마트기계모빌리티(학)(부,과,전공)",161,기계제작,16,기계
9978,"레저조경(학)(부,과,전공)",143,조경,14,건설
9979,"미디어디자인·영상(학)(부,과,전공)",082,디자인,8,문화.예술.디자인.방송
9980,글로벌경영학과(우석대학교만),024,생산관리,2,경영.회계.사무
9981,무역학과(강원대학교만),024,생산관리,2,경영.회계.사무
9982,리스크관리보험학과(상명대학교만),024,생산관리,2,경영.회계.사무
9983,경찰행정전공(유원대학교만),251,안전관리,25,안전관리
9984,"애견미용케어(학)(부,과,전공)",242,축산,24,농림어업
9985,"미디어디자인·영상(학)(부,과,전공)",082,디자인,8,문화.예술.디자인.방송
9986,"동물바이오헬스(학)(부,과,전공)",242,축산,24,농림어업
9987,"호텔조리파티쉐(학)(부,과,전공)",131,조리,13,음식서비스
9987,"호텔조리파티쉐(학)(부,과,전공)",222,제과.제빵,22,식품.가공
9988,"호텔외식조리경영(학)(부,과,전공)",131,조리,13,음식서비스
9989,"스마트컴퓨터융합(공학)(부,과,전공)",211,정보기술,21,정보통신
9990,"신발패션(학)(부,과,전공)",192,의복,19,섬유.의복
9991,"호텔외식조리베이커리(학)(부,과,전공)",222,제과.제빵,22,식품.가공
9992,"모바일IT(학)(부,과,전공)",211,정보기술,21,정보통신
9993,"첨단모빌리티(공학)(부,과,전공)",161,기계제작,16,기계
9994,"AI농업기기(학)(부,과,전공)",162,기계장비설비.설치,16,기계
9995,"산림휴양레포츠(학)(부,과,전공)",243,임업,24,농림어업
9996,"첨단신소재(공학)(부,과,전공)",251,안전관리,25,안전관리
9997,일본IT융합 연계전공(전주대학교만),211,정보기술,21,정보통신
9998,"제과제빵바리스타(학)(부,과,전공)",222,제과.제빵,22,식품.가공
9999,해당없음,999,직무분야선택필요,99,해당없음
A001,"외식조리제과제빵(학)(부,과,전공)",131,조리,13,음식서비스
A001,"외식조리제과제빵(학)(부,과,전공)",222,제과.제빵,22,식품.가공
A002,경제학전공(전주대학교만),024,생산관리,2,경영.회계.사무
A003,국제무역컨벤션학부(경일대학교만),024,생산관리,2,경영.회계.사무
A004,"베이커리카페(학)(부,과,전공)",222,제과.제빵,22,식품.가공
A005,"바리스타제과제빵(학)(부,과,전공)",222,제과.제빵,22,식품.가공
A006,"동물보건생명과학(학)(부,과,전공)",242,축산,24,농림어업
A007,"AI자동차(학)(부,과,전공)",166,자동차,16,기계
A008,반도체공학과(중원대학교만),171,금속.재료,17,재료
A008,반도체공학과(중원대학교만),202,전자,20,전기.전자
A008,반도체공학과(중원대학교만),252,비파괴검사,25,안전관리
A009,행정학전공(부경대학교만),144,도시.교통,14,건설
A010,글로벌비즈니스전공(한남대학교만),024,생산관리,2,경영.회계.사무
A011,"농생명식품융합(학)(부,과,전공)",221,식품,22,식품.가공
A012,신에너지과학및공학전공,161,기계제작,16,기계
A012,신에너지과학및공학전공,251,안전관리,25,안전관리
A012,신에너지과학및공학전공,262,에너지.기상,26,환경.에너지
A013,"빅데이터융합(학)(부,과,전공)",211,정보기술,21,정보통신
A014,"스마트에너지환경(학)(부,과,전공)",201,전기,20,전기.전자
A015,금융보험학과(국립창원대학교만),024,생산관리,2,경영.회계.사무
A016,금융경영학과(상명대학교만),024,생산관리,2,경영.회계.사무
A017,금융보험학과(상명여자대학만),024,생산관리,2,경영.회계.사무
A018,"소방전기(학)(부,과,전공)",201,전기,20,전기.전자
A018,"소방전기(학)(부,과,전공)",251,안전관리,25,안전관리
A019,"소방전기안전(학)(부,과,전공)",201,전기,20,전기.전자
A019,"소방전기안전(학)(부,과,전공)",251,안전관리,25,안전관리
A020,"휴먼바이오융합(학)(부,과,전공)",202,전자,20,전기.전자
A021,"정보통신보안(학)(부,과,전공)",211,정보기술,21,정보통신
A022,행정학과(대전대학교만),144,도시.교통,14,건설
A023,유통물류학과(동명대학교만),024,생산관리,2,경영.회계.사무
A024,"AI산업안전시스템(학)(부,과,전공)",162,기계장비설비.설치,16,기계
A024,"AI산업안전시스템(학)(부,과,전공)",182,위험물,18,화학
A024,"AI산업안전시스템(학)(부,과,전공)",201,전기,20,전기.전자
A024,"AI산업안전시스템(학)(부,과,전공)",211,정보기술,21,정보통신
A024,"AI산업안전시스템(학)(부,과,전공)",251,안전관리,25,안전관리
A025,자치행정학과(충남도립대학교만),144,도시.교통,14,건설
A026,"스마트건축(공학)(부,과,전공)",142,토목,14,건설
A026,"스마트건축(공학)(부,과,전공)",251,안전관리,25,안전관리
A027,행정학과(전주대학교만),144,도시.교통,14,건설
A028,경영학과(여수대학교만),024,생산관리,2,경영.회계.사무
A029,수산경영학과(여수수산대학교만),024,생산관리,2,경영.회계.사무
A030,큐레이터학과(동덕여자대학교만),082,디자인,8,문화.예술.디자인.방송
A031,의무부사관과(원광보건대학교만),061,보건.의료,6,보건.의료
A031,의무부사관과(원광보건대학교만),061-2,보건.의료(국제의료관광코디네이터),6,보건.의료
A032,무역학과(여수수산대학교만),024,생산관리,2,경영.회계.사무
A033,무역학전공(경일대학교만),024,생산관리,2,경영.회계.사무
A034,경찰학전공(한남대학교만),251,안전관리,25,안전관리
A035,행정·경찰학과(한남대학교만),251,안전관리,25,안전관리
A036,무역과(안양대학교만),024,생산관리,2,경영.회계.사무
A037,"섬유가공(학)(부,과,전공)",182,위험물,18,화학
A037,"섬유가공(학)(부,과,전공)",191,섬유,19,섬유.의복
A038,"Hustar의료기기(공학)(부,과,전공)",202,전자,20,전기.전자
A039,"작곡·성악·피아노(학)(부,과,전공)",232,목재.가구.공예,23,인쇄.목재.가구.공예
A040,"관·현악(학)(부,과,전공)",232,목재.가구.공예,23,인쇄.목재.가구.공예
A041,"제어·컴퓨터정보(공학)(부,과,전공)",202,전자,20,전기.전자
A041,"제어·컴퓨터정보(공학)(부,과,전공)",211,정보기술,21,정보통신
A042,"게임그래픽(학)(부,과,전공)",082,디자인,8,문화.예술.디자인.방송
A043,"뷰티메디컬디자인(학)(부,과,전공)",082,디자인,8,문화.예술.디자인.방송
A044,"반도체장비제어(학)(부,과,전공)",161,기계제작,16,기계
A044,"반도체장비제어(학)(부,과,전공)",162,기계장비설비.설치,16,기계
A044,"반도체장비제어(학)(부,과,전공)",201,전기,20,전기.전자
A045,식물치유복지학과(한국복지사이버대학교만),241,농업,24,농림어업
A045,식물치유복지학과(한국복지사이버대학교만),243,임업,24,농림어업
A046,"첨단부품소재(공학)(부,과,전공)",171,금속.재료,17,재료
A047,"산업환경안전(EHS)(학)(부,과,전공)",251,안전관리,25,안전관리
A048,광고편집과(동원대학교만),082,디자인,8,문화.예술.디자인.방송
A048,광고편집과(동원대학교만),083,방송,8,문화.예술.디자인.방송
A049,경영정보학과(동아대학교만),024,생산관리,2,경영.회계.사무
A049,경영정보학과(동아대학교만),211,정보기술,21,정보통신
A050,행정학과(성균관대학교만),144,도시.교통,14,건설
A051,무역학과(숭실대학교만),024,생산관리,2,경영.회계.사무
A052,"AI미래자동차(학)(부,과,전공)",166,자동차,16,기계
A053,"반도체장비개발(학)(부,과,전공)",161,기계제작,16,기계
A054,"스마트테크(학)(부,과,전공)",201,전기,20,전기.전자
A054,"스마트테크(학)(부,과,전공)",211,정보기술,21,정보통신
A055,"웹소프트웨어개발(학)(부,과,전공)",211,정보기술,21,정보통신
A056,"임상의약(학)(부,과,전공)",181,화공,18,화학
A056,"임상의약(학)(부,과,전공)",182,위험물,18,화학
A057,"특수장비산업안전(학)(부,과,전공)",251,안전관리,25,안전관리
A058,도시재생마케팅전공(인천대학교만),144,도시.교통,14,건설
A059,행정학과(대구가톨릭대학교만),144,도시.교통,14,건설
A060,경제학과(건국대학교만),024,생산관리,2,경영.회계.사무
A061,행정경찰공공학과(동국대학교),144,도시.교통,14,건설
A062,보험경영학과(상명대학교만),024,생산관리,2,경영.회계.사무
A063,무역학과(경희대학교만),024,생산관리,2,경영.회계.사무
A064,"소방재난안전(학)(부,과,전공)",251,안전관리,25,안전관리
A065,금융세무경영학과(송원대학교만),024,생산관리,2,경영.회계.사무
A066,경찰행정학전공(동국대학교),144,도시.교통,14,건설
A067,"반도체에너지(공학)(부,과,전공)",202,전자,20,전기.전자
A067,"반도체에너지(공학)(부,과,전공)",251,안전관리,25,안전관리
A067,"반도체에너지(공학)(부,과,전공)",262,에너지.기상,26,환경.에너지
A068,"애견미용(부,과,전공)",242,축산,24,농림어업
A069,"농수산푸드테크(부,과,전공)",221,식품,22,식품.가공
A070,회계학과(호원대학교만),024,생산관리,2,경영.회계.사무
A071,"시스템반도체(공학)(부,과,전공)",202,전자,20,전기.전자
A072,회계정보학과(경상국립대만),024,생산관리,2,경영.회계.사무
A072,회계정보학과(경상국립대만),211,정보기술,21,정보통신
A073,인명구조전공,251,안전관리,25,안전관리
A074,세무회계학과(부산외국어대만),024,생산관리,2,경영.회계.사무
A075,커피바리스타&K-푸드전공,131,조리,13,음식서비스
A075,커피바리스타&K-푸드전공,221,식품,22,식품.가공
A075,커피바리스타&K-푸드전공,222,제과.제빵,22,식품.가공
A076,글로벌융합비즈니스학과(우송대학교만),024,생산관리,2,경영.회계.사무
A077,디지털기계시스템과,161,기계제작,16,기계
A077,디지털기계시스템과,162,기계장비설비.설치,16,기계
A077,디지털기계시스템과,251,안전관리,25,안전관리
A078,"항공전자정보(공학)(부,과,전공)",201,전기,20,전기.전자
A078,"항공전자정보(공학)(부,과,전공)",202,전자,20,전기.전자
A078,"항공전자정보(공학)(부,과,전공)",211,정보기술,21,정보통신
A079,"산업보건안전(공)학(부,과,전공)",251,안전관리,25,안전관리
A080,"뷰티패션산업마케팅(부,과,전공)",192,의복,19,섬유.의복
A081,"반도체테스트(부,과,전공)",251,안전관리,25,안전관리
A082,스마트콜드체인과,162,기계장비설비.설치,16,기계
A082,스마트콜드체인과,251,안전관리,25,안전관리
A083,지능형콜드체인과,162,기계장비설비.설치,16,기계
A083,지능형콜드체인과,251,안전관리,25,안전관리
A084,"에너지화학소재(공학)(부,과,전공)",251,안전관리,25,안전관리
A084,"에너지화학소재(공학)(부,과,전공)",261,환경,26,환경.에너지
A085,경영학과(경운대학교만),024,생산관리,2,경영.회계.사무
A085,경영학과(경운대학교만),251,안전관리,25,안전관리
A086,"뷰티헤어학(부,과,전공)",082,디자인,8,문화.예술.디자인.방송
A087,"소프트웨어미디어융합(공학)(부,과,전공)",211,정보기술,21,정보통신
A087,"소프트웨어미디어융합(공학)(부,과,전공)",251,안전관리,25,안전관리
A088,"스마트팜생명과학(부,과,전공)",181,화공,18,화학
A088,"스마트팜생명과학(부,과,전공)",241,농업,24,농림어업
A088,"스마트팜생명과학(부,과,전공)",261,환경,26,환경.에너지
A089,"애견미용행동교정학(부,과,전공)",242,축산,24,농림어업
A090,경제학과(한밭대학교만),024,생산관리,2,경영.회계.사무
A091,"AI로봇(공학)(부,과,전공)",161,기계제작,16,기계
A091,"AI로봇(공학)(부,과,전공)",202,전자,20,전기.전자
A092,"스마트보안학(부,과,전공)",211,정보기술,21,정보통신
A093,"반도체융합기계(공학)(부,과,전공)",161,기계제작,16,기계
A093,"반도체융합기계(공학)(부,과,전공)",162,기계장비설비.설치,16,기계
A094,"패션메이커스스타일리스트(부,과,전공)",082,디자인,8,문화.예술.디자인.방송
A094,"패션메이커스스타일리스트(부,과,전공)",192,의복,19,섬유.의복
A095,"사회에너지시스템(공학)(부,과,전공)",251,안전관리,25,안전관리
A095,"사회에너지시스템(공학)(부,과,전공)",261,환경,26,환경.에너지
A095,"사회에너지시스템(공학)(부,과,전공)",262,에너지.기상,26,환경.에너지
A096,자치행정학과(충남대학교만),144,도시.교통,14,건설
A097,경영과(숭의여자대학교만),024,생산관리,2,경영.회계.사무
A098,"융합학(에너지신산업)(부,과,전공)",251,안전관리,25,안전관리
A098,"융합학(에너지신산업)(부,과,전공)",261,환경,26,환경.에너지
A098,"융합학(에너지신산업)(부,과,전공)",262,에너지.기상,26,환경.에너지
A099,경영학과(에모리대학교만),024,생산관리,2,경영.회계.사무
A100,"컴퓨터수학(부,과,전공)",211,정보기술,21,정보통신
A101,"패션디자인·쇼핑몰(부,과,전공)",192,의복,19,섬유.의복
A102,"그린스마트건축(공학)(부,과,전공)",141,건축,14,건설
A102,"그린스마트건축(공학)(부,과,전공)",142,토목,14,건설
A103,"소방재난대응학(부,과,전공)",251,안전관리,25,안전관리
A104,경찰행정학과(세한대학교만),251,안전관리,25,안전관리
A105,"치유농업(부,과,전공)",241,농업,24,농림어업
A106,경찰행정학과(한남대학교만),251,안전관리,25,안전관리
A107,"소방·전기융합학(부,과,전공)",182,위험물,18,화학
A107,"소방·전기융합학(부,과,전공)",201,전기,20,전기.전자
A107,"소방·전기융합학(부,과,전공)",251,안전관리,25,안전관리
A108,창업경영학전공(가야대학교만),024,생산관리,2,경영.회계.사무
A109,"서양화·미술경영학(부,과,전공)",082,디자인,8,문화.예술.디자인.방송
A110,"이차전지융합신소재(부,과,전공)",171,금속.재료,17,재료
A110,"이차전지융합신소재(부,과,전공)",251,안전관리,25,안전관리
A110,"이차전지융합신소재(부,과,전공)",252,비파괴검사,25,안전관리
A111,경제학부(한양대학교ERICA만해당),024,생산관리,2,경영.회계.사무
A112,"보건안전학(과,부,전공)",182,위험물,18,화학
A112,"보건안전학(과,부,전공)",261,환경,26,환경.에너지
A113,"세무및기업회계(경희대학교만)(과,부,전공)",024,생산관리,2,경영.회계.사무
A114,"인터넷비즈니스(학)(부,과,전공)(한림성심대만)",211,정보기술,21,정보통신
A116,"전기융합에너지(공학)(부,과,전공)",201,전기,20,전기.전자
A117,"데이터정보물리학(공학)(부,과,전공)",202,전자,20,전기.전자
A117,"데이터정보물리학(공학)(부,과,전공)",211,정보기술,21,정보통신
A118,"자율운항선박(부,과,전공)",201,전기,20,전기.전자
A119,임상의학(북경대학교만),061,보건.의료,6,보건.의료
A119,임상의학(북경대학교만),061-2,보건.의료(국제의료관광코디네이터),6,보건.의료
A120,"지능형반도체(부,과,전공)",202,전자,20,전기.전자
A121,"인공지능공학(부,과,전공)",202,전자,20,전기.전자
A122,"청정신소재(공학)(부,과,전공)",252,비파괴검사,25,안전관리
