udeptcd,udeptnm,udeptmdobligcd,udeptmdoblignm,udeptobligcd,udeptoblignm
4427,항공우주ㆍ선박해양공학과군,164,조선,16,기계
4427,항공우주ㆍ선박해양공학과군,165,항공,16,기계
4428,항공우주자동화공학과군,165,항공,16,기계
4429,항공운항학과,165,항공,16,기계
4430,항공자동차정비(학)과,165,항공,16,기계
4431,항공재료공학과,165,항공,16,기계
4431,항공재료공학과,171,금속.재료,17,재료
4432,항공전기과,165,항공,16,기계
4432,항공전기과,201,전기,20,전기.전자
4433,항공전기제어과,165,항공,16,기계
4433,항공전기제어과,201,전기,20,전기.전자
4434,항공전자공학과,165,항공,16,기계
4434,항공전자공학과,202,전자,20,전기.전자
4435,항공전자과,165,항공,16,기계
4435,항공전자과,202,전자,20,전기.전자
4436,항공전자및정보통신공학부,165,항공,16,기계
4436,항공전자및정보통신공학부,202,전자,20,전기.전자
4436,항공전자및정보통신공학부,213,통신,21,정보통신
4437,항공전자시뮬레이션학과,165,항공,16,기계
4437,항공전자시뮬레이션학과,202,전자,20,전기.전자
4438,항공정보통신(공학)과,165,항공,16,기계
4438,항공정보통신(공학)과,213,통신,21,정보통신
4439,"항공정비(과,학과,공학과,전공)",165,항공,16,기계
4440,항공조선공학부,142,토목,14,건설
4440,항공조선공학부,164,조선,16,기계
4440,항공조선공학부,165,항공,16,기계
4441,항공조종전공(경비행기),165,항공,16,기계
4442,항공지형정보시스템과,142,토목,14,건설
4442,항공지형정보시스템과,165,항공,16,기계
4443,항공통신정보공학과,165,항공,16,기계
4443,항공통신정보공학과,213,통신,21,정보통신
4444,항만류시스템전공,142,토목,14,건설
4445,"항만물류(학)(과,부)",142,토목,14,건설
4446,항만물류시스템전공,024,생산관리,2,경영.회계.사무
4446,항만물류시스템전공,142,토목,14,건설
4447,항만물류자동화과,142,토목,14,건설
4448,"항법시스템공학(전공,부)",142,토목,14,건설
4448,"항법시스템공학(전공,부)",164,조선,16,기계
4449,항해학과,142,토목,14,건설
4450,해사경영과학전공,024,생산관리,2,경영.회계.사무
4450,해사경영과학전공,142,토목,14,건설
4451,"해사수송과학(과,부)",142,토목,14,건설
4451,"해사수송과학(과,부)",164,조선,16,기계
4452,해사안전환경전공,142,토목,14,건설
4452,해사안전환경전공,251,안전관리,25,안전관리
4453,해사위험관리전공,142,토목,14,건설
4453,해사위험관리전공,251,안전관리,25,안전관리
4454,해사정보공학전공,142,토목,14,건설
4455,해사정책관리전공,142,토목,14,건설
4456,해상보험전공,142,토목,14,건설
4456,해상보험전공,164,조선,16,기계
4457,해상수송과학부,142,토목,14,건설
4457,해상수송과학부,164,조선,16,기계
4458,해상운송시스템학부,142,토목,14,건설
4458,해상운송시스템학부,164,조선,16,기계
4458,해상운송시스템학부,251,안전관리,25,안전관리
4459,해안항만공학전공,142,토목,14,건설
4459,해안항만공학전공,164,조선,16,기계
4460,해양개발공학부,142,토목,14,건설
4460,해양개발공학부,164,조선,16,기계
4461,해양건설공학전공,142,토목,14,건설
4462,해양건축공학과,141,건축,14,건설
4462,해양건축공학과,142,토목,14,건설
4463,"해양경찰(전공,학과,학전공)",164,조선,16,기계
4463,"해양경찰(전공,학과,학전공)",244,어업,24,농림어업
4464,해양경찰기관학과정,164,조선,16,기계
4465,해양계측공학과,142,토목,14,건설
4466,한국해양대 해양공간건축학부(건축공학전공),141,건축,14,건설
4466,한국해양대 해양공간건축학부(건축공학전공),142,토목,14,건설
4467,"해양공학(과,부,전공)",142,토목,14,건설
4467,"해양공학(과,부,전공)",164,조선,16,기계
4468,해양공학및조선공학과군,142,토목,14,건설
4468,해양공학및조선공학과군,164,조선,16,기계
4469,"해양과학(과,부,전공)",142,토목,14,건설
4469,"해양과학(과,부,전공)",164,조선,16,기계
4470,해양레저장비학과,142,토목,14,건설
4471,해양미생물공학과,142,토목,14,건설
4472,해양및조선공학부,142,토목,14,건설
4472,해양및조선공학부,164,조선,16,기계
4473,해양바이오전공,142,토목,14,건설
4473,해양바이오전공,181,화공,18,화학
4473,해양바이오전공,221,식품,22,식품.가공
4474,해양발생공학전공,142,토목,14,건설
4474,해양발생공학전공,181,화공,18,화학
4474,해양발생공학전공,221,식품,22,식품.가공
4475,해양분자생명공학전공,142,토목,14,건설
4475,해양분자생명공학전공,181,화공,18,화학
4475,해양분자생명공학전공,221,식품,22,식품.가공
4476,해양산업경영학부,244,어업,24,농림어업
4477,"해양산업공학(부,전공)",142,토목,14,건설
4478,해양산업과,142,토목,14,건설
4479,해양산업정책학부,142,토목,14,건설
4480,해양생명개발학과,142,토목,14,건설
4480,해양생명개발학과,181,화공,18,화학
4480,해양생명개발학과,221,식품,22,식품.가공
4481,"해양생명공학(과,부,전공)",142,토목,14,건설
4481,"해양생명공학(과,부,전공)",181,화공,18,화학
4481,"해양생명공학(과,부,전공)",221,식품,22,식품.가공
4481,"해양생명공학(과,부,전공)",261,환경,26,환경.에너지
4482,"해양생명과학(과,과군,부,전공)",142,토목,14,건설
4482,"해양생명과학(과,과군,부,전공)",181,화공,18,화학
4482,"해양생명과학(과,과군,부,전공)",221,식품,22,식품.가공
4483,해양생명양식학과,181,화공,18,화학
4483,해양생명양식학과,221,식품,22,식품.가공
4483,해양생명양식학과,244,어업,24,농림어업
4484,해양생명의학과,142,토목,14,건설
4484,해양생명의학과,181,화공,18,화학
4484,해양생명의학과,221,식품,22,식품.가공
4485,해양생명환경학과,142,토목,14,건설
4485,해양생명환경학과,181,화공,18,화학
4485,해양생명환경학과,221,식품,22,식품.가공
4485,해양생명환경학과,261,환경,26,환경.에너지
4486,"해양생물공학(과,전공)",131,조리,13,음식서비스
4486,"해양생물공학(과,전공)",142,토목,14,건설
4486,"해양생물공학(과,전공)",181,화공,18,화학
4486,"해양생물공학(과,전공)",221,식품,22,식품.가공
4486,"해양생물공학(과,전공)",261,환경,26,환경.에너지
4487,해양생물이용학부,142,토목,14,건설
4487,해양생물이용학부,181,화공,18,화학
4487,해양생물이용학부,221,식품,22,식품.가공
4488,해양생물자원개발과,142,토목,14,건설
4488,해양생물자원개발과,181,화공,18,화학
4488,해양생물자원개발과,221,식품,22,식품.가공
4489,"해양생물학(과,전공)",142,토목,14,건설
4489,"해양생물학(과,전공)",181,화공,18,화학
4489,"해양생물학(과,전공)",221,식품,22,식품.가공
4490,해양생산공학전공,244,어업,24,농림어업
4491,"해양생산과학(전공,부)",244,어업,24,농림어업
4492,"해양생산관리학(과,전공)",244,어업,24,농림어업
4493,해양생산관리학·동력시스템공학과군,142,토목,14,건설
4493,해양생산관리학·동력시스템공학과군,164,조선,16,기계
4494,"해양생산시스템(과,부,전공,공학과)",142,토목,14,건설
4495,"해양생산학(과,군,전공)",142,토목,14,건설
4495,"해양생산학(과,군,전공)",164,조선,16,기계
4495,"해양생산학(과,군,전공)",244,어업,24,농림어업
4496,해양생산학·기관공학부,142,토목,14,건설
4496,해양생산학·기관공학부,164,조선,16,기계
4497,해양생산학기관공학과군,142,토목,14,건설
4497,해양생산학기관공학과군,164,조선,16,기계
4498,해양생산학ㆍ동력기계시스템공학부,142,토목,14,건설
4498,해양생산학ㆍ동력기계시스템공학부,164,조선,16,기계
4499,"해양수산자원(과, 전공, 트랙)",142,토목,14,건설
4499,"해양수산자원(과, 전공, 트랙)",181,화공,18,화학
4499,"해양수산자원(과, 전공, 트랙)",221,식품,22,식품.가공
4499,"해양수산자원(과, 전공, 트랙)",244,어업,24,농림어업
4500,해양시스템(학과ㆍ부ㆍ전공ㆍ군ㆍ공학과ㆍ,142,토목,14,건설
4500,해양시스템(학과ㆍ부ㆍ전공ㆍ군ㆍ공학과ㆍ,161,기계제작,16,기계
4500,해양시스템(학과ㆍ부ㆍ전공ㆍ군ㆍ공학과ㆍ,181,화공,18,화학
4500,해양시스템(학과ㆍ부ㆍ전공ㆍ군ㆍ공학과ㆍ,202,전자,20,전기.전자
4500,해양시스템(학과ㆍ부ㆍ전공ㆍ군ㆍ공학과ㆍ,221,식품,22,식품.가공
4502,해양시스템과학전공,142,토목,14,건설
4503,해양시스템보전전공,142,토목,14,건설
4504,해양식량공학전공,181,화공,18,화학
4504,해양식량공학전공,221,식품,22,식품.가공
4504,해양식량공학전공,244,어업,24,농림어업
4505,해양식품공학전공,181,화공,18,화학
4505,해양식품공학전공,221,식품,22,식품.가공
4506,해양식품과,181,화공,18,화학
4506,해양식품과,221,식품,22,식품.가공
4507,해양식품생명공학전공,181,화공,18,화학
4507,해양식품생명공학전공,221,식품,22,식품.가공
4508,해양심층수학과,142,토목,14,건설
4508,해양심층수학과,221,식품,22,식품.가공
4508,해양심층수학과,261,환경,26,환경.에너지
4509,해양안전시스템공학전공,142,토목,14,건설
4509,해양안전시스템공학전공,251,안전관리,25,안전관리
4510,"해양에너지자원(과,공학과)",142,토목,14,건설
4510,"해양에너지자원(과,공학과)",151,채광,15,광업자원
4510,"해양에너지자원(과,공학과)",262,에너지.기상,26,환경.에너지
4511,"해양응용공학(과,군,부)",142,토목,14,건설
4512,해양자원과,142,토목,14,건설
4512,해양자원과,181,화공,18,화학
4512,해양자원과,221,식품,22,식품.가공
4513,"해양자원육성학(과,전공)",142,토목,14,건설
4513,"해양자원육성학(과,전공)",181,화공,18,화학
4513,"해양자원육성학(과,전공)",221,식품,22,식품.가공
4514,"해양자원학(과,전공)",142,토목,14,건설
4514,"해양자원학(과,전공)",181,화공,18,화학
4514,"해양자원학(과,전공)",221,식품,22,식품.가공
4515,해양자원환경과,142,토목,14,건설
4515,해양자원환경과,261,환경,26,환경.에너지
4516,해양전자공학전공,142,토목,14,건설
4516,해양전자공학전공,202,전자,20,전기.전자
4517,해양전자통신공학부,142,토목,14,건설
4517,해양전자통신공학부,202,전자,20,전기.전자
4517,해양전자통신공학부,213,통신,21,정보통신
4518,해양정보과,142,토목,14,건설
4518,해양정보과,213,통신,21,정보통신
4519,해양정보과학과,142,토목,14,건설
4519,해양정보과학과,213,통신,21,정보통신
4520,해양정보시스템학전공,142,토목,14,건설
4520,해양정보시스템학전공,211,정보기술,21,정보통신
4521,"해양토목공학(과,전공)",142,토목,14,건설
4522,"해양학(과,전공)",142,토목,14,건설
4522,"해양학(과,전공)",261,환경,26,환경.에너지
4523,해양행정학과,142,토목,14,건설
4524,"해양환경공학(과,전공)",142,토목,14,건설
4524,"해양환경공학(과,전공)",261,환경,26,환경.에너지
4525,해양환경과학(과ㆍ전공),142,토목,14,건설
4525,해양환경과학(과ㆍ전공),261,환경,26,환경.에너지
4526,해양환경사회기반공학연계전공,142,토목,14,건설
4526,해양환경사회기반공학연계전공,261,환경,26,환경.에너지
4527,해양환경생명과학부,142,토목,14,건설
4527,해양환경생명과학부,181,화공,18,화학
4527,해양환경생명과학부,221,식품,22,식품.가공
4527,해양환경생명과학부,261,환경,26,환경.에너지
4528,해양환경(학)(과ㆍ전공),142,토목,14,건설
4528,해양환경(학)(과ㆍ전공),261,환경,26,환경.에너지
4531,해킹전공,202,전자,20,전기.전자
4531,해킹전공,213,통신,21,정보통신
4532,행정도시계획학부,144,도시.교통,14,건설
4533,행정부동산학과군,144,도시.교통,14,건설
4534,행정사무전산학과,211,정보기술,21,정보통신
4535,행정ㆍ도시행정학부,144,도시.교통,14,건설
4536,행정전산(학)과,202,전자,20,전기.전자
4537,행정정보관리과,211,정보기술,21,정보통신
4538,향수전공,181,화공,18,화학
4539,향수화장품학부,181,화공,18,화학
4540,향장공업과,181,화공,18,화학
4541,향장산업과,181,화공,18,화학
4542,향장화학전공,181,화공,18,화학
4543,허브·생물소재산업전공,181,화공,18,화학
4543,허브·생물소재산업전공,221,식품,22,식품.가공
4543,허브·생물소재산업전공,241,농업,24,농림어업
4545,허브과,241,농업,24,농림어업
4546,헤어디자인전공,082,디자인,8,문화.예술.디자인.방송
4547,현대공예학과,082,디자인,8,문화.예술.디자인.방송
4547,현대공예학과,232,목재.가구.공예,23,인쇄.목재.가구.공예
4548,협동조합경영과,242,축산,24,농림어업
4549,협동조합계열,242,축산,24,농림어업
4550,형성디자인전공,082,디자인,8,문화.예술.디자인.방송
4551,호텔·외식과,221,식품,22,식품.가공
4551,호텔·외식과,131,조리,13,음식서비스
4552,"호텔경영(학과, 학부, 전공 등)",024,생산관리,2,경영.회계.사무
4552,"호텔경영(학과, 학부, 전공 등)",061,보건.의료,6,보건.의료
4552,"호텔경영(학과, 학부, 전공 등)",061-2,보건.의료(국제의료관광코디네이터),6,보건.의료
4552,"호텔경영(학과, 학부, 전공 등)",122,숙박.여행.오락.스포츠,12,이용.숙박.여행.오락.스포츠
4552,"호텔경영(학과, 학부, 전공 등)",221,식품,22,식품.가공
4553,"호텔관광경영(학)(부,과,전공)",024,생산관리,2,경영.회계.사무
4553,"호텔관광경영(학)(부,과,전공)",061,보건.의료,6,보건.의료
4553,"호텔관광경영(학)(부,과,전공)",061-2,보건.의료(국제의료관광코디네이터),6,보건.의료
4553,"호텔관광경영(학)(부,과,전공)",122,숙박.여행.오락.스포츠,12,이용.숙박.여행.오락.스포츠
