jobdicSeq,직업명,학과명,자격증명,자격증ID,jobID
1,가스ㆍ수도ㆍ전기 계기 검침원 및 안전점검원,,,,1
5,일기예보관,"대기과학과, 천문학과",기상예보기술사,T296,2
5,일기예보관,"대기과학과, 천문학과",기상기사,T295,3
6,기상연구원,"대기과학과, 천문학과",기상예보기술사,T296,4
6,기상연구원,"대기과학과, 천문학과",기상기사,T295,5
8,물리학연구원,"물리학과, 지구환경과학과",,,6
10,방사선사,방사선과,방사선사,S118,7
13,생물학연구원,생물학과,,,8
15,수의사,"동물자원학과, 생물학과, 수의학과",수의사,,9
17,수학연구원,"수학과, 통계학과",,,10
19,의료장비기사,"메카트로닉스공학과, 의료보장구과, 의료정보공학과, 의료정보시스템과, 전기공학과, 전기전자공학과",,,11
20,심리학연구원,심리학과,,,12
21,안경사,"광학공학과, 안경광학과",안경사,S178,13
23,약사 및 한약사,"약학부, 한약학과","약사, 한약사",,14
24,유전공학연구원,"생명과학과, 유전공학과",생물공학기사,,15
29,지리학연구원,지리학과,,,16
30,지질학연구원,"지구정보공학과, 지질학과",응용지질기사,T551,17
30,지질학연구원,"지구정보공학과, 지질학과",지질 및 지반 기술사,,18
31,천문학연구원,"대기과학과, 우주과학과, 천문학과",,,19
32,측량사,"건축공학과, 건축과, 건축학과, 기계공학과, 도시공학과, 물리학과, 수학과, 지구정보공학과, 지구환경과학과, 지리학과, 지적과, 지적학과, 천문학과, 측지정보과, 토목공학과, 통계학과",측량및지형공간정보산업기사,T070,20
32,측량사,"건축공학과, 건축과, 건축학과, 기계공학과, 도시공학과, 물리학과, 수학과, 지구정보공학과, 지구환경과학과, 지리학과, 지적과, 지적학과, 천문학과, 측지정보과, 토목공학과, 통계학과",측량및지형공간정보기사,T068,21
32,측량사,"건축공학과, 건축과, 건축학과, 기계공학과, 도시공학과, 물리학과, 수학과, 지구정보공학과, 지구환경과학과, 지리학과, 지적과, 지적학과, 천문학과, 측지정보과, 토목공학과, 통계학과",측량및지형공간정보기술사,T069,22
32,측량사,"건축공학과, 건축과, 건축학과, 기계공학과, 도시공학과, 물리학과, 수학과, 지구정보공학과, 지구환경과학과, 지리학과, 지적과, 지적학과, 천문학과, 측지정보과, 토목공학과, 통계학과",측량기능사,T067,23
36,통계학연구원,"수학과, 통계학과",정보처리기능사,T650,24
36,통계학연구원,"수학과, 통계학과",정보처리산업기사,T652,25
36,통계학연구원,"수학과, 통계학과",정보처리기사,T651,26
36,통계학연구원,"수학과, 통계학과",사회조사분석사1급,T400,27
36,통계학연구원,"수학과, 통계학과",사회조사분석사2급,T401,28
38,해부학연구원,"생물학과, 생화학과, 수의학과",,,29
39,해양학연구원,"해양공학과, 해양시스템학과, 해양자원학과",,,30
40,화학연구원,"생화학과, 화학공학과, 화학과",,,31
41,가전제품 설치 및 수리원,"전기공학과, 전기과, 전기전자공학과, 전기전자과, 전자공학과, 전자과",전기응용기술사,T611,32
41,가전제품 설치 및 수리원,"전기공학과, 전기과, 전기전자공학과, 전기전자과, 전자공학과, 전자과",전기산업기사,T609,33
41,가전제품 설치 및 수리원,"전기공학과, 전기과, 전기전자공학과, 전기전자과, 전자공학과, 전자과",전기기사,T607,34
41,가전제품 설치 및 수리원,"전기공학과, 전기과, 전기전자공학과, 전기전자과, 전자공학과, 전자과",전자기능사,T630,35
41,가전제품 설치 및 수리원,"전기공학과, 전기과, 전기전자공학과, 전기전자과, 전자공학과, 전자과",전자산업기사,T635,36
41,가전제품 설치 및 수리원,"전기공학과, 전기과, 전기전자공학과, 전기전자과, 전자공학과, 전자과",전자기사,T632,37
41,가전제품 설치 및 수리원,"전기공학과, 전기과, 전기전자공학과, 전기전자과, 전자공학과, 전자과",전자기능장,T631,38
41,가전제품 설치 및 수리원,"전기공학과, 전기과, 전기전자공학과, 전기전자과, 전자공학과, 전자과",전자응용기술사,T639,39
42,건설공사품질관리원,"건축공학과, 건축과, 건축학과, 도시건설과, 토목공학과, 토목과",건축품질시험기술사,T231,40
42,건설공사품질관리원,"건축공학과, 건축과, 건축학과, 도시건설과, 토목공학과, 토목과",건설재료시험기능사,T211,41
42,건설공사품질관리원,"건축공학과, 건축과, 건축학과, 도시건설과, 토목공학과, 토목과",건설재료시험산업기사,T213,42
42,건설공사품질관리원,"건축공학과, 건축과, 건축학과, 도시건설과, 토목공학과, 토목과",토목품질시험기술사,T101,43
42,건설공사품질관리원,"건축공학과, 건축과, 건축학과, 도시건설과, 토목공학과, 토목과",건설재료시험기사,T212,44
46,건축공학기술자,"건축공학과, 건축과, 건축학과",건축산업기사,T223,45
46,건축공학기술자,"건축공학과, 건축과, 건축학과",건축기사,T217,46
46,건축공학기술자,"건축공학과, 건축과, 건축학과",건축구조기술사,T214,47
46,건축공학기술자,"건축공학과, 건축과, 건축학과",건축설비산업기사,T226,48
46,건축공학기술자,"건축공학과, 건축과, 건축학과",건축설비기사,T225,49
46,건축공학기술자,"건축공학과, 건축과, 건축학과",건축사,S274,50
46,건축공학기술자,"건축공학과, 건축과, 건축학과",건축일반시공산업기사,T229,51
46,건축공학기술자,"건축공학과, 건축과, 건축학과",건축일반시공기능장,T228,52
46,건축공학기술자,"건축공학과, 건축과, 건축학과",건축시공기술사,T227,53
46,건축공학기술자,"건축공학과, 건축과, 건축학과",건축목공산업기사,T221,54
46,건축공학기술자,"건축공학과, 건축과, 건축학과",건축목재시공기능장,T222,55
47,타이어 및 고무제품 생산직,"기계과, 화학공업과, 화학과",,,56
48,공작기계조작원,"기계공학과, 기계설계공학과",컴퓨터응용선반기능사,T087,57
48,공작기계조작원,"기계공학과, 기계설계공학과",컴퓨터응용밀링기능사,T086,58
48,공작기계조작원,"기계공학과, 기계설계공학과",공작기계절삭가공사,,59
49,광원 및 채석원,,화약취급기능사,T177,60
49,광원 및 채석원,,화약류관리산업기사,T174,61
49,광원 및 채석원,,화약류관리기사,T172,62
49,광원 및 채석원,,화약류관리기술사,T173,63
49,광원 및 채석원,,광산보안기능사,T245,64
49,광원 및 채석원,,광산보안산업기사,T240,65
49,광원 및 채석원,,광산보안기사,T247,66
50,제화원,,신발제조기능사,T491,67
52,금속가공장치조작원,"금속공학과, 신소재공학과, 신소재응용과, 재료공학과, 재료과, 제철금속과",제선기능사,T666,68
52,금속가공장치조작원,"금속공학과, 신소재공학과, 신소재응용과, 재료공학과, 재료과, 제철금속과",제선기능장,T667,69
52,금속가공장치조작원,"금속공학과, 신소재공학과, 신소재응용과, 재료공학과, 재료과, 제철금속과",제강기능사,T657,70
52,금속가공장치조작원,"금속공학과, 신소재공학과, 신소재응용과, 재료공학과, 재료과, 제철금속과",제강기능장,T658,71
53,금속공학기술자,"금속공학과, 신소재공학과, 재료공학과, 제철금속과",금속재료시험기능사,T277,72
53,금속공학기술자,"금속공학과, 신소재공학과, 재료공학과, 제철금속과",금속재료산업기사,T276,73
53,금속공학기술자,"금속공학과, 신소재공학과, 재료공학과, 제철금속과",금속기사,,74
53,금속공학기술자,"금속공학과, 신소재공학과, 재료공학과, 제철금속과",금속재료기능장,T272,75
53,금속공학기술자,"금속공학과, 신소재공학과, 재료공학과, 제철금속과",금속재료기술사,T275,76
53,금속공학기술자,"금속공학과, 신소재공학과, 재료공학과, 제철금속과",주조기능장,T022,77
53,금속공학기술자,"금속공학과, 신소재공학과, 재료공학과, 제철금속과",주조산업기사,T023,78
53,금속공학기술자,"금속공학과, 신소재공학과, 재료공학과, 제철금속과",주조기능사,T021,79
53,금속공학기술자,"금속공학과, 신소재공학과, 재료공학과, 제철금속과",금속가공기술사,T270,80
53,금속공학기술자,"금속공학과, 신소재공학과, 재료공학과, 제철금속과",원형기능사,,81
53,금속공학기술자,"금속공학과, 신소재공학과, 재료공학과, 제철금속과",열처리기능사,T520,82
54,금형원,"금속공학과, 금형설계과, 기계공학과, 기계과, 신소재공학과, 안경광학과, 제어계측공학과",금형기술사,T283,83
54,금형원,"금속공학과, 금형설계과, 기계공학과, 기계과, 신소재공학과, 안경광학과, 제어계측공학과",금형제작기능장,,84
54,금형원,"금속공학과, 금형설계과, 기계공학과, 기계과, 신소재공학과, 안경광학과, 제어계측공학과",금형기능사,T280,85
54,금형원,"금속공학과, 금형설계과, 기계공학과, 기계과, 신소재공학과, 안경광학과, 제어계측공학과",사출금형산업기사,T398,86
54,금형원,"금속공학과, 금형설계과, 기계공학과, 기계과, 신소재공학과, 안경광학과, 제어계측공학과",프레스금형산업기사,T134,87
54,금형원,"금속공학과, 금형설계과, 기계공학과, 기계과, 신소재공학과, 안경광학과, 제어계측공학과",사출금형설계기사,,88
54,금형원,"금속공학과, 금형설계과, 기계공학과, 기계과, 신소재공학과, 안경광학과, 제어계측공학과",프레스금형설계기사,,89
56,기계공학 기술자ㆍ연구원,"기계공학과, 기계설계공학과, 자동차공학과",건설기계기술사,T200,90
56,기계공학 기술자ㆍ연구원,"기계공학과, 기계설계공학과, 자동차공학과",기계기술사,T287,91
56,기계공학 기술자ㆍ연구원,"기계공학과, 기계설계공학과, 자동차공학과",건설기계산업기사,,92
56,기계공학 기술자ㆍ연구원,"기계공학과, 기계설계공학과, 자동차공학과",건설기계기사,,93
56,기계공학 기술자ㆍ연구원,"기계공학과, 기계설계공학과, 자동차공학과",농업기계산업기사,T308,94
56,기계공학 기술자ㆍ연구원,"기계공학과, 기계설계공학과, 자동차공학과",농업기계기사,T307,95
56,기계공학 기술자ㆍ연구원,"기계공학과, 기계설계공학과, 자동차공학과",기계설계산업기사,T290,96
56,기계공학 기술자ㆍ연구원,"기계공학과, 기계설계공학과, 자동차공학과",기계설계제도사,,97
57,섬유공학기술자,"섬유공학과, 신소재공학과, 신소재응용과, 의류ㆍ의상학과, 재료공학과",섬유기술사,T431,98
57,섬유공학기술자,"섬유공학과, 신소재공학과, 신소재응용과, 의류ㆍ의상학과, 재료공학과",섬유디자인산업기사,T432,99
57,섬유공학기술자,"섬유공학과, 신소재공학과, 신소재응용과, 의류ㆍ의상학과, 재료공학과",의류기사,T556,100
57,섬유공학기술자,"섬유공학과, 신소재공학과, 신소재응용과, 의류ㆍ의상학과, 재료공학과",의류기술사,T558,101
57,섬유공학기술자,"섬유공학과, 신소재공학과, 신소재응용과, 의류ㆍ의상학과, 재료공학과",섬유산업기사,T433,102
57,섬유공학기술자,"섬유공학과, 신소재공학과, 신소재응용과, 의류ㆍ의상학과, 재료공학과",섬유기사,T430,103
58,냉동기사,,공조냉동기계산업기사,T243,104
58,냉동기사,,공조냉동기계기능사,T239,105
58,냉동기사,,공조냉동기계기사,T241,106
58,냉동기사,,공조냉동기계기술사,T242,107
59,녹음기사,"방송제작과, 음향제작과",,,108
61,대기환경기술자,"대기과학과, 환경공학과, 환경과학과, 환경보건학과",대기환경산업기사,T317,109
61,대기환경기술자,"대기과학과, 환경공학과, 환경과학과, 환경보건학과",대기환경기사,T316,110
61,대기환경기술자,"대기과학과, 환경공학과, 환경과학과, 환경보건학과",대기관리기술사,T313,111
63,도배원,"건축공학과, 금형설계과, 산업설비자동화과",도배기능사,T319,112
64,도자기제조원,"공예과, 공예디자인학과, 공예학과, 도자기공예과, 도자기공예학과",도자공예기능사,T325,113
65,건물도장원,"건축공학과, 금형설계과, 산업설비자동화과",건축도장기능사,T219,114
66,로봇연구원,"기계공학과, 제어계측공학과",,,115
68,목공,,건축목공기능사,T220,116
68,목공,,건축목공산업기사,T221,117
68,목공,,건축목재시공기능장,T222,118
68,목공,,거푸집기능사,T198,119
68,목공,,국가유산수리기능자(대목수),S045,120
68,목공,,국가유산수리기능자(소목수),S055,121
68,목공,,국가유산수리기능자(목조각공),S049,122
69,목재가공관련조작원,,목재가공기능사,T338,123
69,목재가공관련조작원,,펄프종이제조기능사,T115,124
70,미장원,"건축공학과, 금형설계과, 산업설비자동화과",미장기능사,T348,125
72,방수원,"건축공학과, 금형설계과, 산업설비자동화과",방수기능사,T364,126
73,섬유제조원,,섬유기술사,T431,127
73,섬유제조원,,염색기능사,,128
74,배관원,"건축공학과, 금형설계과, 산업설비자동화과",배관산업기사,T369,129
74,배관원,"건축공학과, 금형설계과, 산업설비자동화과",배관기능장,T368,130
75,조적공,,건축일반시공산업기사,T229,131
75,조적공,,조적기능사,T015,132
76,보석감정사,보석감정과,보석감정사,T373,133
77,건설기계운전원,"기계공학과, 기계과, 전기공학과, 전기과, 전기전자공학과, 전기전자과, 제어계측공학과, 제어계측과",지게차운전기능사,T027,134
77,건설기계운전원,"기계공학과, 기계과, 전기공학과, 전기과, 전기전자공학과, 전기전자과, 제어계측공학과, 제어계측과",굴착기운전기능사,T261,135
77,건설기계운전원,"기계공학과, 기계과, 전기공학과, 전기과, 전기전자공학과, 전기전자과, 제어계측공학과, 제어계측과",불도저운전기능사,T383,136
77,건설기계운전원,"기계공학과, 기계과, 전기공학과, 전기과, 전기전자공학과, 전기전자과, 제어계측공학과, 제어계측과",로더운전기능사,T329,137
77,건설기계운전원,"기계공학과, 기계과, 전기공학과, 전기과, 전기전자공학과, 전기전자과, 제어계측공학과, 제어계측과",롤러운전기능사,T334,138
77,건설기계운전원,"기계공학과, 기계과, 전기공학과, 전기과, 전기전자공학과, 전기전자과, 제어계측공학과, 제어계측과",아스팔트피니셔운전기능사,T501,139
81,비파괴검사원,"금속공학과, 기계공학과, 기계과, 물리학과, 재료공학과",비파괴검사기술사,T392,140
81,비파괴검사원,"금속공학과, 기계공학과, 기계과, 물리학과, 재료공학과",방사선비파괴검사기능사,T357,141
81,비파괴검사원,"금속공학과, 기계공학과, 기계과, 물리학과, 재료공학과",방사선비파괴검사산업기사,T359,142
81,비파괴검사원,"금속공학과, 기계공학과, 기계과, 물리학과, 재료공학과",방사선비파괴검사기사,T358,143
81,비파괴검사원,"금속공학과, 기계공학과, 기계과, 물리학과, 재료공학과",초음파비파괴검사산업기사,T061,144
81,비파괴검사원,"금속공학과, 기계공학과, 기계과, 물리학과, 재료공학과",자기비파괴검사기능사,T580,145
81,비파괴검사원,"금속공학과, 기계공학과, 기계과, 물리학과, 재료공학과",자기비파괴검사산업기사,T582,146
81,비파괴검사원,"금속공학과, 기계공학과, 기계과, 물리학과, 재료공학과",자기비파괴검사기사,T581,147
81,비파괴검사원,"금속공학과, 기계공학과, 기계과, 물리학과, 재료공학과",침투비파괴검사기능사,T072,148
81,비파괴검사원,"금속공학과, 기계공학과, 기계과, 물리학과, 재료공학과",침투비파괴검사산업기사,T074,149
81,비파괴검사원,"금속공학과, 기계공학과, 기계과, 물리학과, 재료공학과",침투비파괴검사기사,T073,150
81,비파괴검사원,"금속공학과, 기계공학과, 기계과, 물리학과, 재료공학과",와전류비파괴검사기사,T528,151
81,비파괴검사원,"금속공학과, 기계공학과, 기계과, 물리학과, 재료공학과",누설비파괴검사기사,T312,152
83,산업공학기술자,"기계공학과, 기계설계공학과, 산업공학과, 전기공학과, 전기전자공학과",산업안전산업기사,T412,153
83,산업공학기술자,"기계공학과, 기계설계공학과, 산업공학과, 전기공학과, 전기전자공학과",산업안전기사,T411,154
83,산업공학기술자,"기계공학과, 기계설계공학과, 산업공학과, 전기공학과, 전기전자공학과",산업안전지도사(건설안전),S146,155
83,산업공학기술자,"기계공학과, 기계설계공학과, 산업공학과, 전기공학과, 전기전자공학과",산업안전지도사(기계안전),S148,156
83,산업공학기술자,"기계공학과, 기계설계공학과, 산업공학과, 전기공학과, 전기전자공학과",산업안전지도사(전기안전),S150,157
83,산업공학기술자,"기계공학과, 기계설계공학과, 산업공학과, 전기공학과, 전기전자공학과",산업안전지도사(화공안전),S152,158
84,산업안전관리원,"산업안전과, 안전공학과",기계안전기술사,T291,159
84,산업안전관리원,"산업안전과, 안전공학과",건설안전산업기사,T210,160
84,산업안전관리원,"산업안전과, 안전공학과",건설안전기사,T208,161
84,산업안전관리원,"산업안전과, 안전공학과",건설안전기술사,T209,162
84,산업안전관리원,"산업안전과, 안전공학과",산업위생관리기사,T413,163
84,산업안전관리원,"산업안전과, 안전공학과",산업위생관리기술사,T414,164
84,산업안전관리원,"산업안전과, 안전공학과",산업안전산업기사,T412,165
84,산업안전관리원,"산업안전과, 안전공학과",산업안전기사,T411,166
85,상ㆍ하수도 처리장치 조작원,"화학공업과, 환경공업과, 환경과학과",수질환경산업기사,T461,167
85,상ㆍ하수도 처리장치 조작원,"화학공업과, 환경공업과, 환경과학과",수질환경기사,T460,168
85,상ㆍ하수도 처리장치 조작원,"화학공업과, 환경공업과, 환경과학과",환경기능사,T186,169
86,생물공학연구원,"생명공학과, 생명과학과",바이오화학제품제조산업기사,T351,170
86,생물공학연구원,"생명공학과, 생명과학과",바이오화학제품제조기사,T350,171
87,석공,,국가유산수리기능자(가공각공),S044,172
87,석공,,국가유산수리기능자(석조각공),S053,173
87,석공,,국가유산수리기능자(쌓기석공),S058,174
87,석공,,석공예기능사,T423,175
87,석공,,석공기능사,T422,176
88,석유화학기술자,"기계과, 화학공업과, 화학공학과, 화학과",화학분석기능사,T180,177
88,석유화학기술자,"기계과, 화학공업과, 화학공학과, 화학과",화공기사,T168,178
88,석유화학기술자,"기계과, 화학공업과, 화학공학과, 화학과",가스기능사,T192,179
88,석유화학기술자,"기계과, 화학공업과, 화학공학과, 화학과",가스산업기사,T196,180
88,석유화학기술자,"기계과, 화학공업과, 화학공학과, 화학과",가스기사,T194,181
90,조선공학기술자,"기계공학과, 조선공학과",조선산업기사,T012,182
90,조선공학기술자,"기계공학과, 조선공학과",조선기사,,183
90,조선공학기술자,"기계공학과, 조선공학과",선체건조기능사,T425,184
92,선박정비원,"기계공학과, 기계과",동력기계정비기능사,,185
97,시멘트제조원,,,,186
98,신경회로망연구원,"기계공학과, 재료공학과, 전기공학과, 전자공학과, 컴퓨터공학과",,,187
100,압연원,,압연기능장,T503,188
101,영사기사,"방송영상과, 방송제작과, 연극영화과, 연극영화학과, 영상제작과, 전자공학과, 정보통신공학과",영사기능사,T523,189
101,영사기사,"방송영상과, 방송제작과, 연극영화과, 연극영화학과, 영상제작과, 전자공학과, 정보통신공학과",영사산업기사,T524,190
102,용접원,"금속공학과, 기계공학과, 기계과, 기계설계공학과, 제철금속과",특수용접기능사,,191
102,용접원,"금속공학과, 기계공학과, 기계과, 기계설계공학과, 제철금속과",특수용접기능사,,192
102,용접원,"금속공학과, 기계공학과, 기계과, 기계설계공학과, 제철금속과",용접산업기사,T533,193
102,용접원,"금속공학과, 기계공학과, 기계과, 기계설계공학과, 제철금속과",용접기능장,T530,194
102,용접원,"금속공학과, 기계공학과, 기계과, 기계설계공학과, 제철금속과",용접기사,T531,195
102,용접원,"금속공학과, 기계공학과, 기계과, 기계설계공학과, 제철금속과",용접기술사,T532,196
104,원자력연구원,원자력공학과,원자력발전기술사,T538,197
104,원자력연구원,원자력공학과,원자력기사,T537,198
104,원자력연구원,원자력공학과,핵연료물질취급자면허,S253,199
106,유리제품제조원,"기계과, 세라믹공학과, 재료공학과",,,200
107,인공위성개발원,"우주과학과, 항공우주공학과",,,201
108,인쇄기조작원,미디어출판과,디지털인쇄산업기사,T327,202
108,인쇄기조작원,미디어출판과,사진제판기능사,,203
109,자동차정비원,"기계공학과, 기계과, 자동차공학과, 자동차과, 자동차정비과, 전기전자공학과, 전기전자과, 전기제어공학과, 전자공학과, 제어계측공학과, 제어계측과",자동차차체수리기능사,T589,204
109,자동차정비원,"기계공학과, 기계과, 자동차공학과, 자동차과, 자동차정비과, 전기전자공학과, 전기전자과, 전기제어공학과, 전자공학과, 제어계측공학과, 제어계측과",자동차정비기능사,T585,205
109,자동차정비원,"기계공학과, 기계과, 자동차공학과, 자동차과, 자동차정비과, 전기전자공학과, 전기전자과, 전기제어공학과, 전자공학과, 제어계측공학과, 제어계측과",자동차정비산업기사,T588,206
109,자동차정비원,"기계공학과, 기계과, 자동차공학과, 자동차과, 자동차정비과, 전기전자공학과, 전기전자과, 전기제어공학과, 전자공학과, 제어계측공학과, 제어계측과",자동차정비기능장,T586,207
109,자동차정비원,"기계공학과, 기계과, 자동차공학과, 자동차과, 자동차정비과, 전기전자공학과, 전기전자과, 전기제어공학과, 전자공학과, 제어계측공학과, 제어계측과",자동차정비기사,T587,208
110,자동차조립원,"자동차공학과, 자동차정비과",자동차정비기능사,T585,209
110,자동차조립원,"자동차공학과, 자동차정비과",자동차정비산업기사,T588,210
110,자동차조립원,"자동차공학과, 자동차정비과",자동차정비기사,T587,211
112,재료공학기술자,"금속공학과, 신소재공학과, 신소재응용과, 재료공학과, 재료과, 제철금속과",금속재료시험기능사,T277,212
112,재료공학기술자,"금속공학과, 신소재공학과, 신소재응용과, 재료공학과, 재료과, 제철금속과",금속재료산업기사,T276,213
112,재료공학기술자,"금속공학과, 신소재공학과, 신소재응용과, 재료공학과, 재료과, 제철금속과",금속재료기능장,T272,214
112,재료공학기술자,"금속공학과, 신소재공학과, 신소재응용과, 재료공학과, 재료과, 제철금속과",금속재료기술사,T275,215
112,재료공학기술자,"금속공학과, 신소재공학과, 신소재응용과, 재료공학과, 재료과, 제철금속과",표면처리산업기사,T127,216
112,재료공학기술자,"금속공학과, 신소재공학과, 신소재응용과, 재료공학과, 재료과, 제철금속과",표면처리기능장,T125,217
112,재료공학기술자,"금속공학과, 신소재공학과, 신소재응용과, 재료공학과, 재료과, 제철금속과",표면처리기술사,T126,218
112,재료공학기술자,"금속공학과, 신소재공학과, 신소재응용과, 재료공학과, 재료과, 제철금속과",금속가공기술사,T270,219
113,전공,"전기공학과, 전기과, 전기전자공학과",건축전기설비기술사,T230,220
113,전공,"전기공학과, 전기과, 전기전자공학과",전기공사산업기사,T603,221
113,전공,"전기공학과, 전기과, 전기전자공학과",전기공사기사,T602,222
113,전공,"전기공학과, 전기과, 전기전자공학과",전기산업기사,T609,223
113,전공,"전기공학과, 전기과, 전기전자공학과",전기기사,T607,224
114,전기공학기술자,"전기공학과, 전기과, 전기전자공학과, 전기제어공학과",전기철도기사,T612,225
114,전기공학기술자,"전기공학과, 전기과, 전기전자공학과, 전기제어공학과",건축전기설비기술사,T230,226
114,전기공학기술자,"전기공학과, 전기과, 전기전자공학과, 전기제어공학과",전기응용기술사,T611,227
114,전기공학기술자,"전기공학과, 전기과, 전기전자공학과, 전기제어공학과",전기철도기술사,T613,228
114,전기공학기술자,"전기공학과, 전기과, 전기전자공학과, 전기제어공학과",전기공사산업기사,T603,229
114,전기공학기술자,"전기공학과, 전기과, 전기전자공학과, 전기제어공학과",전기공사기사,T602,230
114,전기공학기술자,"전기공학과, 전기과, 전기전자공학과, 전기제어공학과",전기기능사,T605,231
114,전기공학기술자,"전기공학과, 전기과, 전기전자공학과, 전기제어공학과",전기기능장,T606,232
114,전기공학기술자,"전기공학과, 전기과, 전기전자공학과, 전기제어공학과",전기산업기사,T609,233
114,전기공학기술자,"전기공학과, 전기과, 전기전자공학과, 전기제어공학과",전기기사,T607,234
114,전기공학기술자,"전기공학과, 전기과, 전기전자공학과, 전기제어공학과",전기안전기술사,T610,235
114,전기공학기술자,"전기공학과, 전기과, 전기전자공학과, 전기제어공학과",전기철도산업기사,T614,236
119,전자공학기술자,"전기과, 전기전자공학과, 전기전자과, 전자공학과, 전자과",산업계측제어기술사,T409,237
119,전자공학기술자,"전기과, 전기전자공학과, 전기전자과, 전자공학과, 전자과",전자산업기사,T635,238
119,전자공학기술자,"전기과, 전기전자공학과, 전기전자과, 전자공학과, 전자과",전자기사,T632,239
119,전자공학기술자,"전기과, 전기전자공학과, 전기전자과, 전자공학과, 전자과",전자기능장,T631,240
119,전자공학기술자,"전기과, 전기전자공학과, 전기전자과, 전자공학과, 전자과",전자응용기술사,T639,241
119,전자공학기술자,"전기과, 전기전자공학과, 전기전자과, 전자공학과, 전자과",전자계산기기사,T625,242
119,전자공학기술자,"전기과, 전기전자공학과, 전기전자과, 전자공학과, 전자과",컴퓨터시스템응용기술사,T084,243
119,전자공학기술자,"전기과, 전기전자공학과, 전기전자과, 전자공학과, 전자과",전자계산기제어산업기사,T627,244
119,전자공학기술자,"전기과, 전기전자공학과, 전기전자과, 전자공학과, 전자과",반도체설계기사,,245
119,전자공학기술자,"전기과, 전기전자공학과, 전기전자과, 전자공학과, 전자과",전자회로설계산업기사,,246
120,전자장비설치 및 수리원,"기계과, 전기전자공학과, 전자과",전자산업기사,T635,247
120,전자장비설치 및 수리원,"기계과, 전기전자공학과, 전자과",전자기사,T632,248
121,전화설치 및 수리원,"전기과, 전기전자과, 전자과, 정보통신과",정보통신산업기사,T656,249
121,전화설치 및 수리원,"전기과, 전기전자과, 전자과, 정보통신과",정보통신기사,T654,250
121,전화설치 및 수리원,"전기과, 전기전자과, 전자과, 정보통신과",정보통신기술사,T655,251
122,정밀기기제품제조원,,광학기능사,,252
122,정밀기기제품제조원,,광학기사,T253,253
125,캐드원,"건축공학과, 건축과, 건축학과, 섬유공학과, 컴퓨터공학과, 토목공학과",전산응용건축제도기능사,T616,254
125,캐드원,"건축공학과, 건축과, 건축학과, 섬유공학과, 컴퓨터공학과, 토목공학과",건축산업기사,T223,255
125,캐드원,"건축공학과, 건축과, 건축학과, 섬유공학과, 컴퓨터공학과, 토목공학과",건축기사,T217,256
125,캐드원,"건축공학과, 건축과, 건축학과, 섬유공학과, 컴퓨터공학과, 토목공학과",실내건축기능사,T498,257
125,캐드원,"건축공학과, 건축과, 건축학과, 섬유공학과, 컴퓨터공학과, 토목공학과",실내건축산업기사,T500,258
125,캐드원,"건축공학과, 건축과, 건축학과, 섬유공학과, 컴퓨터공학과, 토목공학과",실내건축기사,T499,259
125,캐드원,"건축공학과, 건축과, 건축학과, 섬유공학과, 컴퓨터공학과, 토목공학과",전산응용조선제도기능사,,260
125,캐드원,"건축공학과, 건축과, 건축학과, 섬유공학과, 컴퓨터공학과, 토목공학과",토목산업기사,T099,261
125,캐드원,"건축공학과, 건축과, 건축학과, 섬유공학과, 컴퓨터공학과, 토목공학과",토목기사,T097,262
125,캐드원,"건축공학과, 건축과, 건축학과, 섬유공학과, 컴퓨터공학과, 토목공학과",전산응용기계제도기능사,T618,263
125,캐드원,"건축공학과, 건축과, 건축학과, 섬유공학과, 컴퓨터공학과, 토목공학과",기계설계산업기사,T290,264
125,캐드원,"건축공학과, 건축과, 건축학과, 섬유공학과, 컴퓨터공학과, 토목공학과",가구설계제도사,,265
125,캐드원,"건축공학과, 건축과, 건축학과, 섬유공학과, 컴퓨터공학과, 토목공학과",전산응용토목제도기능사,T620,266
126,단순노무자,,,,267
127,주조원,"금속공학과, 신소재공학과, 재료공학과",주조기능장,T022,268
127,주조원,"금속공학과, 신소재공학과, 재료공학과",주조기능사,T021,269
127,주조원,"금속공학과, 신소재공학과, 재료공학과",원형기능사,,270
127,주조원,"금속공학과, 신소재공학과, 재료공학과",열처리기능사,T520,271
129,직조원,,염색기능사(침염),T522,272
131,철골공,,특수용접기능사,,273
131,철골공,,용접기능장,T530,274
131,철골공,,용접기사,T531,275
131,철골공,,용접기술사,T532,276
132,철도 및 지하철기관사,"기계공학과, 기계과, 전기공학과, 전기과, 전기전자공학과, 전기전자과, 제어계측공학과, 제어계측과, 철도교통과, 철도운전과, 철도전기제어과",,,277
133,철도차량정비원,"철도교통과, 철도운전과, 철도전기제어과",철도차량산업기사,T042,278
133,철도차량정비원,"철도교통과, 철도운전과, 철도전기제어과",철도차량정비기능사,T054,279
137,토목공학기술자,"토목공학과, 토목과",토목산업기사,T099,280
137,토목공학기술자,"토목공학과, 토목과",토목구조기술사,T096,281
137,토목공학기술자,"토목공학과, 토목과",토목시공기술사,T100,282
137,토목공학기술자,"토목공학과, 토목과",토질및기초기술사,T106,283
137,토목공학기술자,"토목공학과, 토목과",토목품질시험기술사,T101,284
137,토목공학기술자,"토목공학과, 토목과",도로및공항기술사,T318,285
137,토목공학기술자,"토목공학과, 토목과",철도기술사,T041,286
