대직무코드,대직무분류,중직무코드,중직무분류,소직무코드,소직무분류,학과,직업,직무코드,자격증명,자격증ID,ncsID
14,건설,2,토목,1,토목설계.감리,"토목공학과, 토목","토목감리기술자, 토목구조설계기술자, 토목시공기술자, 토목안전.환경.품질기술자",1421,건설안전기사,T208,1087
14,건설,2,토목,1,토목설계.감리,"토목공학과, 토목","토목감리기술자, 토목구조설계기술자, 토목시공기술자, 토목안전.환경.품질기술자",1421,측량및지형공간정보기사,T068,1088
14,건설,2,토목,1,토목설계.감리,"토목공학과, 토목","토목감리기술자, 토목구조설계기술자, 토목시공기술자, 토목안전.환경.품질기술자",1421,도시계획기사,T321,1089
14,건설,2,토목,1,토목설계.감리,"토목공학과, 토목","토목감리기술자, 토목구조설계기술자, 토목시공기술자, 토목안전.환경.품질기술자",1421,철도토목기사,T058,1090
14,건설,2,토목,1,토목설계.감리,"토목공학과, 토목","토목감리기술자, 토목구조설계기술자, 토목시공기술자, 토목안전.환경.품질기술자",1421,토목기사,T097,1091
14,건설,2,토목,1,토목설계.감리,"토목공학과, 토목","토목감리기술자, 토목구조설계기술자, 토목시공기술자, 토목안전.환경.품질기술자",1421,토목산업기사,T099,1092
14,건설,2,토목,1,토목설계.감리,"토목공학과, 토목","토목감리기술자, 토목구조설계기술자, 토목시공기술자, 토목안전.환경.품질기술자",1421,측량및지형공간정보산업기사,T070,1093
14,건설,2,토목,1,토목설계.감리,"토목공학과, 토목","토목감리기술자, 토목구조설계기술자, 토목시공기술자, 토목안전.환경.품질기술자",1421,건설안전산업기사,T210,1094
14,건설,2,토목,1,토목설계.감리,"토목공학과, 토목","토목감리기술자, 토목구조설계기술자, 토목시공기술자, 토목안전.환경.품질기술자",1421,철도토목산업기사,,1095
14,건설,2,토목,2,토목시공,"토목공학과, 토목","건설.채굴 기계 운전원, 점화.발파.화약 관리원, 잠수기능원, 철로 설치.보수원, 강구조물 가공원 및 건립원, 건축 시공",1422,철도차량기술사,T052,1096
14,건설,2,토목,2,토목시공,"토목공학과, 토목","건설.채굴 기계 운전원, 점화.발파.화약 관리원, 잠수기능원, 철로 설치.보수원, 강구조물 가공원 및 건립원, 건축 시공",1422,토목시공기술사,T100,1097
14,건설,2,토목,2,토목시공,"토목공학과, 토목","건설.채굴 기계 운전원, 점화.발파.화약 관리원, 잠수기능원, 철로 설치.보수원, 강구조물 가공원 및 건립원, 건축 시공",1422,철도차량정비기능장,T055,1098
14,건설,2,토목,2,토목시공,"토목공학과, 토목","건설.채굴 기계 운전원, 점화.발파.화약 관리원, 잠수기능원, 철로 설치.보수원, 강구조물 가공원 및 건립원, 건축 시공",1422,건설기계정비기능장,T205,1099
14,건설,2,토목,2,토목시공,"토목공학과, 토목","건설.채굴 기계 운전원, 점화.발파.화약 관리원, 잠수기능원, 철로 설치.보수원, 강구조물 가공원 및 건립원, 건축 시공",1422,철도차량기사,T051,1100
14,건설,2,토목,2,토목시공,"토목공학과, 토목","건설.채굴 기계 운전원, 점화.발파.화약 관리원, 잠수기능원, 철로 설치.보수원, 강구조물 가공원 및 건립원, 건축 시공",1422,토목기사,T097,1101
14,건설,2,토목,2,토목시공,"토목공학과, 토목","건설.채굴 기계 운전원, 점화.발파.화약 관리원, 잠수기능원, 철로 설치.보수원, 강구조물 가공원 및 건립원, 건축 시공",1422,철도토목기사,T058,1102
14,건설,2,토목,2,토목시공,"토목공학과, 토목","건설.채굴 기계 운전원, 점화.발파.화약 관리원, 잠수기능원, 철로 설치.보수원, 강구조물 가공원 및 건립원, 건축 시공",1422,건설기계정비기사,T206,1103
14,건설,2,토목,2,토목시공,"토목공학과, 토목","건설.채굴 기계 운전원, 점화.발파.화약 관리원, 잠수기능원, 철로 설치.보수원, 강구조물 가공원 및 건립원, 건축 시공",1422,기계정비산업기사,T207,1104
14,건설,2,토목,2,토목시공,"토목공학과, 토목","건설.채굴 기계 운전원, 점화.발파.화약 관리원, 잠수기능원, 철로 설치.보수원, 강구조물 가공원 및 건립원, 건축 시공",1422,건설기계정비산업기사,T207,1105
14,건설,2,토목,2,토목시공,"토목공학과, 토목","건설.채굴 기계 운전원, 점화.발파.화약 관리원, 잠수기능원, 철로 설치.보수원, 강구조물 가공원 및 건립원, 건축 시공",1422,건설기계정비기능사,T203,1106
14,건설,2,토목,2,토목시공,"토목공학과, 토목","건설.채굴 기계 운전원, 점화.발파.화약 관리원, 잠수기능원, 철로 설치.보수원, 강구조물 가공원 및 건립원, 건축 시공",1422,기계정비기능사,T203,1107
14,건설,2,토목,2,토목시공,"토목공학과, 토목","건설.채굴 기계 운전원, 점화.발파.화약 관리원, 잠수기능원, 철로 설치.보수원, 강구조물 가공원 및 건립원, 건축 시공",1422,굴착기운전기능사,T261,1108
14,건설,2,토목,2,토목시공,"토목공학과, 토목","건설.채굴 기계 운전원, 점화.발파.화약 관리원, 잠수기능원, 철로 설치.보수원, 강구조물 가공원 및 건립원, 건축 시공",1422,로더운전기능사,T329,1109
14,건설,2,토목,2,토목시공,"토목공학과, 토목","건설.채굴 기계 운전원, 점화.발파.화약 관리원, 잠수기능원, 철로 설치.보수원, 강구조물 가공원 및 건립원, 건축 시공",1422,비계기능사,T384,1110
14,건설,2,토목,2,토목시공,"토목공학과, 토목","건설.채굴 기계 운전원, 점화.발파.화약 관리원, 잠수기능원, 철로 설치.보수원, 강구조물 가공원 및 건립원, 건축 시공",1422,석공기능사,T422,1111
14,건설,2,토목,2,토목시공,"토목공학과, 토목","건설.채굴 기계 운전원, 점화.발파.화약 관리원, 잠수기능원, 철로 설치.보수원, 강구조물 가공원 및 건립원, 건축 시공",1422,철도차량정비기능사,T054,1112
14,건설,2,토목,2,토목시공,"토목공학과, 토목","건설.채굴 기계 운전원, 점화.발파.화약 관리원, 잠수기능원, 철로 설치.보수원, 강구조물 가공원 및 건립원, 건축 시공",1422,철도토목기능사,T056,1113
14,건설,2,토목,2,토목시공,"토목공학과, 토목","건설.채굴 기계 운전원, 점화.발파.화약 관리원, 잠수기능원, 철로 설치.보수원, 강구조물 가공원 및 건립원, 건축 시공",1422,철근기능사,T040,1114
14,건설,2,토목,2,토목시공,"토목공학과, 토목","건설.채굴 기계 운전원, 점화.발파.화약 관리원, 잠수기능원, 철로 설치.보수원, 강구조물 가공원 및 건립원, 건축 시공",1422,항공기정비기능사,T152,1115
14,건설,2,토목,3,측량.지리정보개발,"토목공학과, 토목",측량.지리정보 전문가,1423,측량기능사,T067,1116
14,건설,2,토목,3,측량.지리정보개발,"토목공학과, 토목",측량.지리정보 전문가,1423,지적기능사,T030,1117
14,건설,2,토목,3,측량.지리정보개발,"토목공학과, 토목",측량.지리정보 전문가,1423,지도제작기능사,T028,1118
14,건설,2,토목,3,측량.지리정보개발,"토목공학과, 토목",측량.지리정보 전문가,1423,도화기능사,T326,1119
14,건설,2,토목,3,측량.지리정보개발,"토목공학과, 토목",측량.지리정보 전문가,1423,항공사진기능사,T154,1120
14,건설,2,토목,3,측량.지리정보개발,"토목공학과, 토목",측량.지리정보 전문가,1423,공간정보융합기능사,T233,1121
14,건설,2,토목,3,측량.지리정보개발,"토목공학과, 토목",측량.지리정보 전문가,1423,측량및지형공간정보산업기사,T070,1122
14,건설,2,토목,3,측량.지리정보개발,"토목공학과, 토목",측량.지리정보 전문가,1423,지적산업기사,T033,1123
14,건설,2,토목,3,측량.지리정보개발,"토목공학과, 토목",측량.지리정보 전문가,1423,토목산업기사,T099,1124
14,건설,2,토목,3,측량.지리정보개발,"토목공학과, 토목",측량.지리정보 전문가,1423,공간정보융합산업기사,T235,1125
14,건설,2,토목,3,측량.지리정보개발,"토목공학과, 토목",측량.지리정보 전문가,1423,측량및지형공간정보기사,T068,1126
14,건설,2,토목,3,측량.지리정보개발,"토목공학과, 토목",측량.지리정보 전문가,1423,지적기사,T031,1127
14,건설,2,토목,3,측량.지리정보개발,"토목공학과, 토목",측량.지리정보 전문가,1423,토목기사,T097,1128
14,건설,2,토목,3,측량.지리정보개발,"토목공학과, 토목",측량.지리정보 전문가,1423,지적기술사,T032,1129
14,건설,2,토목,3,측량.지리정보개발,"토목공학과, 토목",측량.지리정보 전문가,1423,측량및지형공간정보기술사,T069,1130
14,건설,2,토목,3,측량.지리정보개발,"토목공학과, 토목",측량.지리정보 전문가,1423,초경량비행장치 조종자,S349,1131
14,건설,3,건축,1,건축설계.감리,"건축학, 건축, 건축시공, 건축.설비공학, 건축.설비","건축가, 건축사(보), 건축구조기술사, 인테리어 디자이너",1431,건설기계기술사,T200,1132
14,건설,3,건축,1,건축설계.감리,"건축학, 건축, 건축시공, 건축.설비공학, 건축.설비","건축가, 건축사(보), 건축구조기술사, 인테리어 디자이너",1431,건축구조기술사,T214,1133
14,건설,3,건축,1,건축설계.감리,"건축학, 건축, 건축시공, 건축.설비공학, 건축.설비","건축가, 건축사(보), 건축구조기술사, 인테리어 디자이너",1431,건설안전기술사,T209,1134
14,건설,3,건축,1,건축설계.감리,"건축학, 건축, 건축시공, 건축.설비공학, 건축.설비","건축가, 건축사(보), 건축구조기술사, 인테리어 디자이너",1431,건축품질시험기술사,T231,1135
14,건설,3,건축,1,건축설계.감리,"건축학, 건축, 건축시공, 건축.설비공학, 건축.설비","건축가, 건축사(보), 건축구조기술사, 인테리어 디자이너",1431,건축시공기술사,T227,1136
14,건설,3,건축,1,건축설계.감리,"건축학, 건축, 건축시공, 건축.설비공학, 건축.설비","건축가, 건축사(보), 건축구조기술사, 인테리어 디자이너",1431,건설기계설비기사,T202,1137
14,건설,3,건축,1,건축설계.감리,"건축학, 건축, 건축시공, 건축.설비공학, 건축.설비","건축가, 건축사(보), 건축구조기술사, 인테리어 디자이너",1431,건설안전기사,T208,1138
14,건설,3,건축,1,건축설계.감리,"건축학, 건축, 건축시공, 건축.설비공학, 건축.설비","건축가, 건축사(보), 건축구조기술사, 인테리어 디자이너",1431,건설재료시험기사,T212,1139
14,건설,3,건축,1,건축설계.감리,"건축학, 건축, 건축시공, 건축.설비공학, 건축.설비","건축가, 건축사(보), 건축구조기술사, 인테리어 디자이너",1431,건축기사,T217,1140
14,건설,3,건축,1,건축설계.감리,"건축학, 건축, 건축시공, 건축.설비공학, 건축.설비","건축가, 건축사(보), 건축구조기술사, 인테리어 디자이너",1431,건설기계설비산업기사,T204,1141
14,건설,3,건축,1,건축설계.감리,"건축학, 건축, 건축시공, 건축.설비공학, 건축.설비","건축가, 건축사(보), 건축구조기술사, 인테리어 디자이너",1431,건설안전산업기사,T210,1142
14,건설,3,건축,1,건축설계.감리,"건축학, 건축, 건축시공, 건축.설비공학, 건축.설비","건축가, 건축사(보), 건축구조기술사, 인테리어 디자이너",1431,건설재료시험산업기사,T213,1143
14,건설,3,건축,1,건축설계.감리,"건축학, 건축, 건축시공, 건축.설비공학, 건축.설비","건축가, 건축사(보), 건축구조기술사, 인테리어 디자이너",1431,건축산업기사,T223,1144
14,건설,3,건축,1,건축설계.감리,"건축학, 건축, 건축시공, 건축.설비공학, 건축.설비","건축가, 건축사(보), 건축구조기술사, 인테리어 디자이너",1431,건설재료시험기능사,T211,1145
14,건설,3,건축,1,건축설계.감리,"건축학, 건축, 건축시공, 건축.설비공학, 건축.설비","건축가, 건축사(보), 건축구조기술사, 인테리어 디자이너",1431,건축사,S274,1146
14,건설,3,건축,1,건축설계.감리,"건축학, 건축, 건축시공, 건축.설비공학, 건축.설비","건축가, 건축사(보), 건축구조기술사, 인테리어 디자이너",1431,건축물에너지평가사,S343,1147
14,건설,3,건축,2,건축시공,"건축.설비공학, 건축.설비, 건축시공","건축 목공, 조적공 및 석재부설원, 미장공, 방수공, 도배공, 건축도장공, 철근공, 콘크리트공, 유리 부착원, 섀시 조립.설치원, 단열공, 강구조물 가공원 및 건립원, 경량철골공, 건축 시공",1432,건축시공기술사,T227,1148
14,건설,3,건축,2,건축시공,"건축.설비공학, 건축.설비, 건축시공","건축 목공, 조적공 및 석재부설원, 미장공, 방수공, 도배공, 건축도장공, 철근공, 콘크리트공, 유리 부착원, 섀시 조립.설치원, 단열공, 강구조물 가공원 및 건립원, 경량철골공, 건축 시공",1432,건설안전기술사,T209,1149
14,건설,3,건축,2,건축시공,"건축.설비공학, 건축.설비, 건축시공","건축 목공, 조적공 및 석재부설원, 미장공, 방수공, 도배공, 건축도장공, 철근공, 콘크리트공, 유리 부착원, 섀시 조립.설치원, 단열공, 강구조물 가공원 및 건립원, 경량철골공, 건축 시공",1432,건축품질시험기술사,T231,1150
14,건설,3,건축,2,건축시공,"건축.설비공학, 건축.설비, 건축시공","건축 목공, 조적공 및 석재부설원, 미장공, 방수공, 도배공, 건축도장공, 철근공, 콘크리트공, 유리 부착원, 섀시 조립.설치원, 단열공, 강구조물 가공원 및 건립원, 경량철골공, 건축 시공",1432,건축목재시공기능장,T222,1151
14,건설,3,건축,2,건축시공,"건축.설비공학, 건축.설비, 건축시공","건축 목공, 조적공 및 석재부설원, 미장공, 방수공, 도배공, 건축도장공, 철근공, 콘크리트공, 유리 부착원, 섀시 조립.설치원, 단열공, 강구조물 가공원 및 건립원, 경량철골공, 건축 시공",1432,판금제관기능장,T111,1152
14,건설,3,건축,2,건축시공,"건축.설비공학, 건축.설비, 건축시공","건축 목공, 조적공 및 석재부설원, 미장공, 방수공, 도배공, 건축도장공, 철근공, 콘크리트공, 유리 부착원, 섀시 조립.설치원, 단열공, 강구조물 가공원 및 건립원, 경량철골공, 건축 시공",1432,건축일반시공기능장,T228,1153
14,건설,3,건축,2,건축시공,"건축.설비공학, 건축.설비, 건축시공","건축 목공, 조적공 및 석재부설원, 미장공, 방수공, 도배공, 건축도장공, 철근공, 콘크리트공, 유리 부착원, 섀시 조립.설치원, 단열공, 강구조물 가공원 및 건립원, 경량철골공, 건축 시공",1432,실내건축기사,T499,1154
14,건설,3,건축,2,건축시공,"건축.설비공학, 건축.설비, 건축시공","건축 목공, 조적공 및 석재부설원, 미장공, 방수공, 도배공, 건축도장공, 철근공, 콘크리트공, 유리 부착원, 섀시 조립.설치원, 단열공, 강구조물 가공원 및 건립원, 경량철골공, 건축 시공",1432,콘크리트기사,T091,1155
14,건설,3,건축,2,건축시공,"건축.설비공학, 건축.설비, 건축시공","건축 목공, 조적공 및 석재부설원, 미장공, 방수공, 도배공, 건축도장공, 철근공, 콘크리트공, 유리 부착원, 섀시 조립.설치원, 단열공, 강구조물 가공원 및 건립원, 경량철골공, 건축 시공",1432,건설안전기사,T208,1156
14,건설,3,건축,2,건축시공,"건축.설비공학, 건축.설비, 건축시공","건축 목공, 조적공 및 석재부설원, 미장공, 방수공, 도배공, 건축도장공, 철근공, 콘크리트공, 유리 부착원, 섀시 조립.설치원, 단열공, 강구조물 가공원 및 건립원, 경량철골공, 건축 시공",1432,건축기사,T217,1157
14,건설,3,건축,2,건축시공,"건축.설비공학, 건축.설비, 건축시공","건축 목공, 조적공 및 석재부설원, 미장공, 방수공, 도배공, 건축도장공, 철근공, 콘크리트공, 유리 부착원, 섀시 조립.설치원, 단열공, 강구조물 가공원 및 건립원, 경량철골공, 건축 시공",1432,실내건축산업기사,T500,1158
14,건설,3,건축,2,건축시공,"건축.설비공학, 건축.설비, 건축시공","건축 목공, 조적공 및 석재부설원, 미장공, 방수공, 도배공, 건축도장공, 철근공, 콘크리트공, 유리 부착원, 섀시 조립.설치원, 단열공, 강구조물 가공원 및 건립원, 경량철골공, 건축 시공",1432,건축목공산업기사,T221,1159
14,건설,3,건축,2,건축시공,"건축.설비공학, 건축.설비, 건축시공","건축 목공, 조적공 및 석재부설원, 미장공, 방수공, 도배공, 건축도장공, 철근공, 콘크리트공, 유리 부착원, 섀시 조립.설치원, 단열공, 강구조물 가공원 및 건립원, 경량철골공, 건축 시공",1432,콘크리트산업기사,T092,1160
14,건설,3,건축,2,건축시공,"건축.설비공학, 건축.설비, 건축시공","건축 목공, 조적공 및 석재부설원, 미장공, 방수공, 도배공, 건축도장공, 철근공, 콘크리트공, 유리 부착원, 섀시 조립.설치원, 단열공, 강구조물 가공원 및 건립원, 경량철골공, 건축 시공",1432,판금제관산업기사,T112,1161
14,건설,3,건축,2,건축시공,"건축.설비공학, 건축.설비, 건축시공","건축 목공, 조적공 및 석재부설원, 미장공, 방수공, 도배공, 건축도장공, 철근공, 콘크리트공, 유리 부착원, 섀시 조립.설치원, 단열공, 강구조물 가공원 및 건립원, 경량철골공, 건축 시공",1432,건설안전산업기사,T210,1162
14,건설,3,건축,2,건축시공,"건축.설비공학, 건축.설비, 건축시공","건축 목공, 조적공 및 석재부설원, 미장공, 방수공, 도배공, 건축도장공, 철근공, 콘크리트공, 유리 부착원, 섀시 조립.설치원, 단열공, 강구조물 가공원 및 건립원, 경량철골공, 건축 시공",1432,방수산업기사,T365,1163
14,건설,3,건축,2,건축시공,"건축.설비공학, 건축.설비, 건축시공","건축 목공, 조적공 및 석재부설원, 미장공, 방수공, 도배공, 건축도장공, 철근공, 콘크리트공, 유리 부착원, 섀시 조립.설치원, 단열공, 강구조물 가공원 및 건립원, 경량철골공, 건축 시공",1432,건축산업기사,T223,1164
14,건설,3,건축,2,건축시공,"건축.설비공학, 건축.설비, 건축시공","건축 목공, 조적공 및 석재부설원, 미장공, 방수공, 도배공, 건축도장공, 철근공, 콘크리트공, 유리 부착원, 섀시 조립.설치원, 단열공, 강구조물 가공원 및 건립원, 경량철골공, 건축 시공",1432,건축일반시공산업기사,T229,1165
14,건설,3,건축,2,건축시공,"건축.설비공학, 건축.설비, 건축시공","건축 목공, 조적공 및 석재부설원, 미장공, 방수공, 도배공, 건축도장공, 철근공, 콘크리트공, 유리 부착원, 섀시 조립.설치원, 단열공, 강구조물 가공원 및 건립원, 경량철골공, 건축 시공",1432,실내건축기능사,T498,1166
14,건설,3,건축,2,건축시공,"건축.설비공학, 건축.설비, 건축시공","건축 목공, 조적공 및 석재부설원, 미장공, 방수공, 도배공, 건축도장공, 철근공, 콘크리트공, 유리 부착원, 섀시 조립.설치원, 단열공, 강구조물 가공원 및 건립원, 경량철골공, 건축 시공",1432,건축목공기능사,T220,1167
14,건설,3,건축,2,건축시공,"건축.설비공학, 건축.설비, 건축시공","건축 목공, 조적공 및 석재부설원, 미장공, 방수공, 도배공, 건축도장공, 철근공, 콘크리트공, 유리 부착원, 섀시 조립.설치원, 단열공, 강구조물 가공원 및 건립원, 경량철골공, 건축 시공",1432,건축도장기능사,T219,1168
14,건설,3,건축,2,건축시공,"건축.설비공학, 건축.설비, 건축시공","건축 목공, 조적공 및 석재부설원, 미장공, 방수공, 도배공, 건축도장공, 철근공, 콘크리트공, 유리 부착원, 섀시 조립.설치원, 단열공, 강구조물 가공원 및 건립원, 경량철골공, 건축 시공",1432,조적기능사,T015,1169
14,건설,3,건축,2,건축시공,"건축.설비공학, 건축.설비, 건축시공","건축 목공, 조적공 및 석재부설원, 미장공, 방수공, 도배공, 건축도장공, 철근공, 콘크리트공, 유리 부착원, 섀시 조립.설치원, 단열공, 강구조물 가공원 및 건립원, 경량철골공, 건축 시공",1432,미장기능사,T348,1170
14,건설,3,건축,2,건축시공,"건축.설비공학, 건축.설비, 건축시공","건축 목공, 조적공 및 석재부설원, 미장공, 방수공, 도배공, 건축도장공, 철근공, 콘크리트공, 유리 부착원, 섀시 조립.설치원, 단열공, 강구조물 가공원 및 건립원, 경량철골공, 건축 시공",1432,방수기능사,T364,1171
14,건설,3,건축,2,건축시공,"건축.설비공학, 건축.설비, 건축시공","건축 목공, 조적공 및 석재부설원, 미장공, 방수공, 도배공, 건축도장공, 철근공, 콘크리트공, 유리 부착원, 섀시 조립.설치원, 단열공, 강구조물 가공원 및 건립원, 경량철골공, 건축 시공",1432,도배기능사,T319,1172
14,건설,3,건축,2,건축시공,"건축.설비공학, 건축.설비, 건축시공","건축 목공, 조적공 및 석재부설원, 미장공, 방수공, 도배공, 건축도장공, 철근공, 콘크리트공, 유리 부착원, 섀시 조립.설치원, 단열공, 강구조물 가공원 및 건립원, 경량철골공, 건축 시공",1432,비계기능사,T384,1173
14,건설,3,건축,2,건축시공,"건축.설비공학, 건축.설비, 건축시공","건축 목공, 조적공 및 석재부설원, 미장공, 방수공, 도배공, 건축도장공, 철근공, 콘크리트공, 유리 부착원, 섀시 조립.설치원, 단열공, 강구조물 가공원 및 건립원, 경량철골공, 건축 시공",1432,철근기능사,T040,1174
14,건설,3,건축,2,건축시공,"건축.설비공학, 건축.설비, 건축시공","건축 목공, 조적공 및 석재부설원, 미장공, 방수공, 도배공, 건축도장공, 철근공, 콘크리트공, 유리 부착원, 섀시 조립.설치원, 단열공, 강구조물 가공원 및 건립원, 경량철골공, 건축 시공",1432,콘크리트기능사,T090,1175
14,건설,3,건축,2,건축시공,"건축.설비공학, 건축.설비, 건축시공","건축 목공, 조적공 및 석재부설원, 미장공, 방수공, 도배공, 건축도장공, 철근공, 콘크리트공, 유리 부착원, 섀시 조립.설치원, 단열공, 강구조물 가공원 및 건립원, 경량철골공, 건축 시공",1432,유리시공기능사,T548,1176
14,건설,3,건축,2,건축시공,"건축.설비공학, 건축.설비, 건축시공","건축 목공, 조적공 및 석재부설원, 미장공, 방수공, 도배공, 건축도장공, 철근공, 콘크리트공, 유리 부착원, 섀시 조립.설치원, 단열공, 강구조물 가공원 및 건립원, 경량철골공, 건축 시공",1432,금속재창호기능사,T278,1177
14,건설,3,건축,2,건축시공,"건축.설비공학, 건축.설비, 건축시공","건축 목공, 조적공 및 석재부설원, 미장공, 방수공, 도배공, 건축도장공, 철근공, 콘크리트공, 유리 부착원, 섀시 조립.설치원, 단열공, 강구조물 가공원 및 건립원, 경량철골공, 건축 시공",1432,판금제관기능사,T110,1178
14,건설,3,건축,2,건축시공,"건축.설비공학, 건축.설비, 건축시공","건축 목공, 조적공 및 석재부설원, 미장공, 방수공, 도배공, 건축도장공, 철근공, 콘크리트공, 유리 부착원, 섀시 조립.설치원, 단열공, 강구조물 가공원 및 건립원, 경량철골공, 건축 시공",1432,플라스틱창호기능사,T135,1179
14,건설,3,건축,2,건축시공,"건축.설비공학, 건축.설비, 건축시공","건축 목공, 조적공 및 석재부설원, 미장공, 방수공, 도배공, 건축도장공, 철근공, 콘크리트공, 유리 부착원, 섀시 조립.설치원, 단열공, 강구조물 가공원 및 건립원, 경량철골공, 건축 시공",1432,온수온돌기능사,T525,1180
14,건설,3,건축,2,건축시공,"건축.설비공학, 건축.설비, 건축시공","건축 목공, 조적공 및 석재부설원, 미장공, 방수공, 도배공, 건축도장공, 철근공, 콘크리트공, 유리 부착원, 섀시 조립.설치원, 단열공, 강구조물 가공원 및 건립원, 경량철골공, 건축 시공",1432,석공기능사,T422,1181
14,건설,3,건축,2,건축시공,"건축.설비공학, 건축.설비, 건축시공","건축 목공, 조적공 및 석재부설원, 미장공, 방수공, 도배공, 건축도장공, 철근공, 콘크리트공, 유리 부착원, 섀시 조립.설치원, 단열공, 강구조물 가공원 및 건립원, 경량철골공, 건축 시공",1432,국가유산수리기능자(가공석공),S044,1182
14,건설,3,건축,2,건축시공,"건축.설비공학, 건축.설비, 건축시공","건축 목공, 조적공 및 석재부설원, 미장공, 방수공, 도배공, 건축도장공, 철근공, 콘크리트공, 유리 부착원, 섀시 조립.설치원, 단열공, 강구조물 가공원 및 건립원, 경량철골공, 건축 시공",1432,국가유산수리기능자(대목수),S045,1183
14,건설,3,건축,2,건축시공,"건축.설비공학, 건축.설비, 건축시공","건축 목공, 조적공 및 석재부설원, 미장공, 방수공, 도배공, 건축도장공, 철근공, 콘크리트공, 유리 부착원, 섀시 조립.설치원, 단열공, 강구조물 가공원 및 건립원, 경량철골공, 건축 시공",1432,국가유산수리기능자(도금공),S046,1184
14,건설,3,건축,2,건축시공,"건축.설비공학, 건축.설비, 건축시공","건축 목공, 조적공 및 석재부설원, 미장공, 방수공, 도배공, 건축도장공, 철근공, 콘크리트공, 유리 부착원, 섀시 조립.설치원, 단열공, 강구조물 가공원 및 건립원, 경량철골공, 건축 시공",1432,국가유산수리기능자(드잡이공),S047,1185
14,건설,3,건축,2,건축시공,"건축.설비공학, 건축.설비, 건축시공","건축 목공, 조적공 및 석재부설원, 미장공, 방수공, 도배공, 건축도장공, 철근공, 콘크리트공, 유리 부착원, 섀시 조립.설치원, 단열공, 강구조물 가공원 및 건립원, 경량철골공, 건축 시공",1432,국가유산수리기능자(모사공),S048,1186
14,건설,3,건축,2,건축시공,"건축.설비공학, 건축.설비, 건축시공","건축 목공, 조적공 및 석재부설원, 미장공, 방수공, 도배공, 건축도장공, 철근공, 콘크리트공, 유리 부착원, 섀시 조립.설치원, 단열공, 강구조물 가공원 및 건립원, 경량철골공, 건축 시공",1432,국가유산수리기능자(목조각공),S049,1187
14,건설,3,건축,2,건축시공,"건축.설비공학, 건축.설비, 건축시공","건축 목공, 조적공 및 석재부설원, 미장공, 방수공, 도배공, 건축도장공, 철근공, 콘크리트공, 유리 부착원, 섀시 조립.설치원, 단열공, 강구조물 가공원 및 건립원, 경량철골공, 건축 시공",1432,국가유산수리기능자(박제및표본제작공),S050,1188
14,건설,3,건축,2,건축시공,"건축.설비공학, 건축.설비, 건축시공","건축 목공, 조적공 및 석재부설원, 미장공, 방수공, 도배공, 건축도장공, 철근공, 콘크리트공, 유리 부착원, 섀시 조립.설치원, 단열공, 강구조물 가공원 및 건립원, 경량철골공, 건축 시공",1432,국가유산수리기능자(번와와공),S051,1189
14,건설,3,건축,2,건축시공,"건축.설비공학, 건축.설비, 건축시공","건축 목공, 조적공 및 석재부설원, 미장공, 방수공, 도배공, 건축도장공, 철근공, 콘크리트공, 유리 부착원, 섀시 조립.설치원, 단열공, 강구조물 가공원 및 건립원, 경량철골공, 건축 시공",1432,국가유산수리기능자(보존처리공),S052,1190
14,건설,3,건축,2,건축시공,"건축.설비공학, 건축.설비, 건축시공","건축 목공, 조적공 및 석재부설원, 미장공, 방수공, 도배공, 건축도장공, 철근공, 콘크리트공, 유리 부착원, 섀시 조립.설치원, 단열공, 강구조물 가공원 및 건립원, 경량철골공, 건축 시공",1432,국가유산수리기능자(석조각공),S053,1191
14,건설,3,건축,2,건축시공,"건축.설비공학, 건축.설비, 건축시공","건축 목공, 조적공 및 석재부설원, 미장공, 방수공, 도배공, 건축도장공, 철근공, 콘크리트공, 유리 부착원, 섀시 조립.설치원, 단열공, 강구조물 가공원 및 건립원, 경량철골공, 건축 시공",1432,국가유산수리기능자(세척공),S054,1192
14,건설,3,건축,2,건축시공,"건축.설비공학, 건축.설비, 건축시공","건축 목공, 조적공 및 석재부설원, 미장공, 방수공, 도배공, 건축도장공, 철근공, 콘크리트공, 유리 부착원, 섀시 조립.설치원, 단열공, 강구조물 가공원 및 건립원, 경량철골공, 건축 시공",1432,국가유산수리기능자(소목수),S055,1193
14,건설,3,건축,2,건축시공,"건축.설비공학, 건축.설비, 건축시공","건축 목공, 조적공 및 석재부설원, 미장공, 방수공, 도배공, 건축도장공, 철근공, 콘크리트공, 유리 부착원, 섀시 조립.설치원, 단열공, 강구조물 가공원 및 건립원, 경량철골공, 건축 시공",1432,국가유산수리기능자(식물보호공),S056,1194
14,건설,3,건축,2,건축시공,"건축.설비공학, 건축.설비, 건축시공","건축 목공, 조적공 및 석재부설원, 미장공, 방수공, 도배공, 건축도장공, 철근공, 콘크리트공, 유리 부착원, 섀시 조립.설치원, 단열공, 강구조물 가공원 및 건립원, 경량철골공, 건축 시공",1432,국가유산수리기능자(실측설계사보),S057,1195
14,건설,3,건축,2,건축시공,"건축.설비공학, 건축.설비, 건축시공","건축 목공, 조적공 및 석재부설원, 미장공, 방수공, 도배공, 건축도장공, 철근공, 콘크리트공, 유리 부착원, 섀시 조립.설치원, 단열공, 강구조물 가공원 및 건립원, 경량철골공, 건축 시공",1432,국가유산수리기능자(쌓기석공),S058,1196
