자격증명,자격증ID,자격증_분류,자격증_등급_코드,등급_분류,2022년 1차 응시자 수,2022년 1차 합격률,2022년 2차 응시자수,2022년 2차 합격률,2022년 3차 응시자수,2022년 3차 합격률,2023년 1차 응시자 수,2023년 1차 합격률,2023년 2차 응시자 수,2023년 2차 합격률,2023년 3차 응시자 수,2023년 3차 합격률,2024년 1차 응시자 수,2024년 1차 합격률,2024년 2차 응시자 수,2024년 2차 합격률,2024년 3차 응시자 수,2024년 3차 합격률,검정 횟수,시험종류,필기,실기,면접,총합,난이도,비고,비고2
선박안전관리사 1급,S288,국가전문자격,,,,,,,,,156,23.08,,,,,,,,,,,2,필기+면접,1,0,1,2,4,2급을 따고 4년 이상 실무 경력 이거나 2급 해기사 면허 소지 후 선박안전 관련 직무 분야에서 5년 이상 실무 경력있어야 응시 가능,
선박안전관리사 2급,S289,국가전문자격,,,,,,,,,268,24.63,,,,,,,,,,,2,필기+면접,1,0,1,2,4,"3급을 취득후 선박안전 관련 직무 분야에서 2년 이상 실무경력 또는 3급 이상의 해기사 면허 보유하고 선박 분야에서 3년 이상 경력있어야 응시 가능 ",
선박안전관리사 3급,S290,국가전문자격,,,,,,,,,712,35.53,,,,,,,,,,,2,필기,1,0,0,2,3,누구나 응시 가능,
수면비행선박조종사,S291,국가전문자격,,,,,,,,,,,,,,,,,,,,,4,필기+실기,1,1,0,2,,이거 취득하려면 경량항공기조종사 취득해야함,
국방무인기조작사,S292,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,0,2,,"군인만취득 가능한 자격증 ",
국방보안관리사,S293,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,0,2,,교육수료라 합격률 안나옴,
국방사업관리사(무기체계),S294,국가전문자격,,,164,14.02,,,,,,,,,,,,,,,,,1,필기+서술+면접,1,1,1,3,5,교육수료라 합격률 안나옴,
국방사업관리사(정보체계),S295,국가전문자격,,,19,37,,,,,,,,,,,,,,,,,1,필기+서술+면접,1,1,1,3,4,교육수료라 합격률 안나옴,
군항공기사고구조사 1급,S296,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,,2,,관련 부사관 중급교육 과정 이수+ 1년 이상의 실무경력자이며 합격률은 안나옴,
군항공기사고구조사 2급,S297,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,,2,,군항공기사고 구조 관련 초급 과정 교육을 이수한 사람만 볼 수 있음. 합격률 안나옴..,
낙하산전문포장사 1급,S298,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,,2,,교육수료라 합격률 안나옴,
낙하산전문포장사 2급,S299,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,,2,,전술형 낙하산 검사 및 포장 경험 등이 요구됨,
수중무인기조종사 1급,S300,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,,2,,교육과정을 이수한사람,
수중무인기조종사 2급,S301,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,,2,,2급 자격 취득후 관련 직무에서 3년 이상 근무한 자,
수중무인기조종사 3급,S302,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,,2,,,
수중발파사 1급,S303,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,,2,,안나옴,
수중발파사 2급,S304,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,,2,,안나옴,
수중발파사 3급,S305,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,,2,,안나옴,
심해잠수사 1급,S306,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,,2,,,
심해잠수사 2급,S307,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,,2,,,
심해잠수사 3급,S308,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,,2,,,
영상판독사 1급,S309,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,,2,,영상정보분석 관련직무에 3년 이상 실무경력+ 국방부 지정 1급 교육과정 수료자,
영상판독사  2급,S310,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,,2,,영상정보분석 관련 직무에 1년 이상 실무 경력+ 2급 교육과정 수료자,
영상판독사 3급,S311,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,,2,,,
탄약안전관리사,S312,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+면접,1,0,1,2,,,
폭발물처리사,S313,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,,2,,,
함정손상통제사,S314,국가전문자격,,,,,,,,,,,,,,,,,,,,,2,필기+실기,1,1,0,2,,군 해군 내에서만 인정되는 전투 손상통제 전문교육자격증,
경주심판,S315,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,0,2,,특정 종목의 심판자격 대한체육회 산하로 자격검정 시행,
문화예술교육사 1급,S316,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,0,2,,2급 취득 후 5년 이상 현장경력자,
문화예술교육사 2급,S317,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,0,2,,"관련학과 전공 졸업+문화예술교육사 과정 수료해야함 ",
한국어교원 1급,S318,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,0,2,,2급 소지후 경력 5년이상+연구논문 제출,
한국어교원 2급,S319,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,0,2,,"한국어교육 전공학사 이상또는 3급 취득 후 경력자  ",
한국어교원 3급,S320,국가전문자격,,,1393,0.4335,,,,,,,,,,,,,,,,,1,필기+실기,1,1,0,2,5,"한국어교육 관련학점은행제 45학점 이수자 ",
데이터거래사,S321,국가전문자격,,,,,,,,,,,,,,,,,,,,,,,,,,,,교육이수,
방사선동위원소취급자일반면허,S322,국가전문자격,,,"2,803",10.67,,,,,"2,731",9.04,,,,,2591,11.5,,,,,1,필기,1,0,0,,5,"이공계 전문대학 2년이상, 수료자로서 실무 1년, 고등학교 졸업자로서 실무 2년",
방사선동위원소취급자특수면허,S323,국가전문자격,,,,,,,,,,,,,,,45,33.33,,,,,1,필기,1,0,0,,2,의사면허 소지자로서 실무 1년,
연구실안전관리사,S324,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,,,,"2차는 주관,서술형",
원자로조종감독자면허,S325,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,,,,"이공계 대졸자로서 실무 3년, 원자로 조종사면허자로서 실무 2년",발전용과 교육용 및 연구용 1회씩
원자로조종사면허,S326,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,,,,"이공계 대졸자로서 실무 1년, 이공계 전문대학 2년 이상 수료자로서 실무2년, 고등학교 졸업자로서 실무 3년",발전용과 교육용 및 연구용 1회씩
말조련사,S327,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,,,,,
스마트농업관리사,S328,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,,,,2025년 첫 시행,
장제사,S329,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,,,,"1,2,3급 있음",
재활승마지도사,S330,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,,,,,
반려동물행동지도사 1급,S331,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,,,,2024년 첫 시행,
반려동물행동지도사 2급,S332,국가전문자격,,,,,,,,,,,,,,,1905,90.97,768,46.35,,,1,필기+실기,1,1,,,2,2024년 첫 시행,
동력수상레저기구조종면허,S333,국가전문자격,,,,,,,,,276,60.9,164,74.4,,,268,64.9,182,72.5,,,상시,필기+실기+교육이수,1,1,,,2,"일반조종 1급, 2급, 요트조종 있는데 전체 합격률밖에 안나와있음.",지역마다 상이
교통안전관리자 (도로),S334,국가전문자격,,,3405,41.2,,,,,3323,52.4,,,,,2937,56.8,,,,,6,필기,1,,,,2,,
교통안전관리자 (철도),S335,국가전문자격,,,3574,53.6,,,,,6768,66.3,,,,,6207,69.6,,,,,6,필기,1,,,,1,,
교통안전관리자 (항공),S336,국가전문자격,,,1152,52.8,,,,,1643,55.7,,,,,2266,66.7,,,,,6,필기,1,,,,1,,
교통안전관리자 (항만),S337,국가전문자격,,,57,29.8,,,,,91,38.5,,,,,101,30.7,,,,,6,필기,1,,,,2,,
교통안전관리자 (삭도),S338,국가전문자격,,,289,11.8,,,,,326,13.5,,,,,275,12.7,,,,,6,필기,1,,,,4,,
소방안전관리자 1급,S339,국가전문자격,,,,,,,,,,,,,,,,,,,,,,필기,1,,,,,,
소방안전관리자 2급,S340,국가전문자격,,,,,,,,,,,,,,,,,,,,,,필기,1,,,,,,
소방안전관리자 3급,S341,국가전문자격,,,,,,,,,,,,,,,,,,,,,,필기,1,,,,,,
소방안전관리자 특급,S342,국가전문자격,,,,,,,,,,,,,,,,,,,,,,필기+실기,1,1,,,,2차는 서술형,
건축물에너지평가사,S343,국가전문자격,,,,,,,,,,,,,,,,,,,,,1,필기+실기,1,1,,,,2차는 서술형,
경량항공기조종사,S344,국가전문자격,,,,,,,,,,,,,,,,,,,,,,필기+실기,1,1,,,,30회 이상,
교통안전관리자,S345,국가전문자격,,,,,,,,,,,,,,,,,,,,,6,필기,1,,,,,,
버스운전자,S346,국가전문자격,,,,,,,,,,,,,,,,,,,,,상시,필기,1,,,,,,
운항관리사,S347,국가전문자격,,,,,,,,,,,,,,,,,,,,,,필기+실기,1,1,,,,30회 이상,
철도차량운전면허,S348,국가전문자격,,,,,,,,,,,,,,,,,,,,,8,필기+실기,1,1,,,,,
초경량비행장치 조종자,S349,국가전문자격,,,,,,,,,,,,,,,,,,,,,,필기+실기,1,1,,,,30회 이상,
항공교통관제사,S350,국가전문자격,,,,,,,,,,,,,,,,,,,,,,필기+실기,1,1,,,,30회 이상,
항공영어구술능력증명,S351,국가전문자격,,,,,,,,,,,,,,,,,,,,,,구술,,,1,,,"6등급은 사람이랑, 5등급이하는 컴퓨터랑 구술시험",30회이상
항공정비사,S352,국가전문자격,,,,,,,,,,,,,,,,,,,,,,필기+실기,1,1,,,,30회이상,
화물운송종사자,S353,국가전문자격,,,,,,,,,,,,,,,,,,,,,상시,필기+교육,1,,,,,,
제품디자인기사,T001,국가기술자격,300,기사,0,0,5,60,,,38,36.8,9,77.8,,,0,0,2,50,,,1,필기+실기,1,1,0,2,3,,
제품디자인기술사,T002,국가기술자격,100,기술사,16,68.8,19,42.1,,,22,81.8,26,34.6,,,21,57.1,25,48,,,1,필기+실기,1,1,0,2,3,,
제품디자인산업기사,T003,국가기술자격,400,산업기사,0,0,5,60,,,38,36.8,9,77.8,,,0,0,2,50,,,1,필기+실기,1,1,0,2,3,,
제품응용모델링기능사,T004,국가기술자격,500,기능사,22,90.9,20,85,,,19,78.9,21,85.7,,,22,77.3,18,88.9,,,2,필기+실기,1,1,0,2,1,특성화고 필기면제자 검정 포함(일반인 응시 불가),
조경기능사,T005,국가기술자격,500,기능사,16486,52.7,8705,85.9,,,17970,51.7,8846,87.7,,,17243,47.9,8598,74.9,,,5,필기+실기,1,1,0,2,1,특성화고 필기면제자 검정 포함(일반인 응시 불가),
조경기사,T006,국가기술자격,300,기사,4516,26.6,2035,42.5,,,5073,22,1991,32.7,,,4991,26.9,2382,47.1,,,3,필기+실기,1,1,0,2,5,,
조경기술사,T007,국가기술자격,100,기술사,147,6.1,21,85.7,,,178,28.1,56,44.6,,,206,2.4,51,43.1,,,2,필기+실기,1,1,0,2,5,,
조경산업기사,T008,국가기술자격,400,산업기사,1903,19.7,522,34.3,,,1874,19.5,555,24.5,,,1757,23.7,599,41.6,,,3,필기+실기,1,1,0,2,4,,
조리기능장,T009,국가기술자격,200,기능장,464,44,461,11.5,,,510,40.2,442,11.3,,,612,41.7,460,8.9,,,2,필기+실기,1,1,0,2,5,,
조선기술사,T011,국가기술자격,100,기술사,28,50,20,40,,,24,4.2,12,33.3,,,32,18.8,11,27.3,,,1,필기+실기,1,1,0,2,5,,
조선산업기사,T012,국가기술자격,400,산업기사,64,54.7,34,76.5,,,59,32.2,19,78.9,,,66,59.1,32,37.5,,,1,필기+실기,1,1,0,2,2,선체건조기사 제거?,
조선선체기사,T013,국가기술자격,300,기사,,,,,,,86,44.2,43,53.5,,,81,40.7,37,56.8,,,1,필기+실기,1,1,0,2,3,~2023,
조선의장기사,T014,국가기술자격,300,기사,,,,,,,112,50.9,56,8.9,,,58,44.8,58,15.5,,,1,필기+실기,1,1,0,2,4,~2023,
조적기능사,T015,국가기술자격,500,기능사,209,68.9,,,,,209,61.7,,,,,114,43,,,,,3,실기,0,1,0,1,2,특성화고 필기면제자 검정 포함(일반인 응시 불가),
조주기능사,T016,국가기술자격,500,기능사,7878,75.3,6048,68.9,,,8485,76.3,6324,68.4,,,7124,63.4,5345,67.3,,,5,필기+실기,1,1,0,2,1,특성화고 필기면제자 검정 포함(일반인 응시 불가),
종자기능사,T017,국가기술자격,500,기능사,2363,59.1,1940,63.9,,,2819,56.5,1823,72.7,,,2923,58,2301,67.9,,,4,필기+실기,1,1,0,2,2,특성화고 필기면제자 검정 포함(일반인 응시 불가),
종자기사,T018,국가기술자격,300,기사,1833,64.9,1715,56.3,,,2229,77,2080,47.5,,,2436,51.2,1831,50.6,,,3,필기+실기,1,1,0,2,3,,
종자기술사,T019,국가기술자격,100,기술사,17,47.1,10,40,,,11,36.4,9,55.6,,,13,30.8,8,37.5,,,1,필기+실기,1,1,0,2,4,,
종자산업기사,T020,국가기술자격,400,산업기사,325,53.5,260,46.5,,,336,60.4,210,55.2,,,322,43.8,159,45.3,,,2,필기+실기,1,1,0,2,2,,
주조기능사,T021,국가기술자격,500,기능사,39,28.2,8,37.5,,,76,36.8,22,72.7,,,54,27.8,12,83.3,,,2,필기+실기,1,1,0,2,2,특성화고 필기면제자 검정 포함(일반인 응시 불가),
주조기능장,T022,국가기술자격,200,기능장,351,80.3,372,13.2,,,315,87,432,24.1,,,274,85.4,352,50.9,,,2,필기+실기,1,1,0,2,3,,
주조산업기사,T023,국가기술자격,400,산업기사,0,0,2,100,,,20,65,8,62.5,,,0,0,4,25,,,1,필기+실기,1,1,0,2,2,,
중식조리기능사,T024,국가기술자격,500,기능사,13496,53.6,10121,40.3,,,13233,52.6,8518,40.5,,,12975,50.2,8362,41.6,,,43,필기+실기,1,1,0,2,2,"필기-43회, 실기-22회",
중식조리산업기사,T026,국가기술자격,400,산업기사,130,48.5,51,43.1,,,157,47.8,57,45.6,,,160,53.8,71,45.1,,,1,필기+실기,1,1,0,2,2,,
지게차운전기능사,T027,국가기술자격,500,기능사,94822,74.7,112030,48.3,,,110279,73.6,123766,47.3,,,112929,74.6,128023,46.8,,,43,필기+실기,1,1,0,2,2,"필기-43회, 실기-22회",
지도제작기능사,T028,국가기술자격,500,기능사,1218,61.7,,,,,1670,65.2,,,,,1476,61,,,,,4,실기,0,1,0,1,1,특성화고 필기면제자 검정 포함(일반인 응시 불가),
지적기능사,T030,국가기술자격,500,기능사,1187,76,1023,61.2,,,1264,66.6,1043,58.2,,,977,59.1,777,66.9,,,4,필기+실기,1,1,0,2,1,특성화고 필기면제자 검정 포함(일반인 응시 불가),
지적기사,T031,국가기술자격,300,기사,1677,49.9,1371,44.3,,,1661,43.2,1133,43,,,1359,41.2,825,48.8,,,3,필기+실기,1,1,0,2,4,,
지적기술사,T032,국가기술자격,100,기술사,42,19,15,66.7,,,73,9.6,9,77.8,,,90,27.8,28,53.6,,,2,필기+실기,1,1,0,2,4,,
지적산업기사,T033,국가기술자격,400,산업기사,1472,47.1,943,62.4,,,1299,43.9,793,61.8,,,1019,39.3,516,61.4,,,3,필기+실기,1,1,0,2,2,,
지질및지반기술사,T034,국가기술자격,100,기술사,88,21.6,29,51.7,,,90,24.4,35,40,,,73,16.4,38,44.7,,,2,필기+실기,1,1,0,2,5,,
직업상담사1급,T035,국가기술자격,600,서비스,622,76.7,459,71.9,,,650,82.8,512,67,,,755,81.6,600,70.8,,,1,필기+실기,1,1,0,2,1,,
직업상담사2급,T036,국가기술자격,600,서비스,18059,48.6,13011,37.9,,,16060,58.8,11479,45.2,,,15513,58.7,11951,47.1,,,3,필기+실기,1,1,0,2,3,,
차량기술사,T037,국가기술자격,100,기술사,82,8.5,24,16.7,,,66,28.8,39,25.6,,,71,14.1,34,35.3,,,2,필기+실기,1,1,0,2,5,,
천공기운전기능사,T038,국가기술자격,500,기능사,1609,79.1,1347,56,,,1891,75.4,1652,49.8,,,1284,77.6,1277,49.6,,,3,필기+실기,1,1,0,2,1,,
천장크레인운전기능사,T039,국가기술자격,500,기능사,2037,80.8,1646,62.9,,,2584,84.1,2091,61.2,,,2758,80.3,2058,66.9,,,3,필기+실기,1,1,0,2,1,,
철근기능사,T040,국가기술자격,500,기능사,2875,56.2,,,,,1577,58,,,,,980,53.1,,,,,4,실기,0,1,0,1,2,,
철도기술사,T041,국가기술자격,100,기술사,197,9.1,22,81.8,,,209,12,30,80,,,199,13.6,31,83.9,,,3,필기+실기,1,1,0,2,4,,
철도차량산업기사,T042,국가기술자격,400,산업기사,0,0,1,0,,,13,23.1,1,0,,,0,0,1,0,,,1,필기+실기,1,1,0,2,4,,
철도신호기사,T046,국가기술자격,300,기사,261,38.3,142,44.4,,,344,34.9,162,64.2,,,345,30.1,134,61.9,,,1,필기+실기,1,1,0,2,3,,
철도신호기술사,T047,국가기술자격,100,기술사,74,12.2,9,88.9,,,94,5.3,8,75,,,113,7.1,11,54.5,,,2,필기+실기,1,1,0,2,4,,
철도신호산업기사,T048,국가기술자격,400,산업기사,138,24.6,42,85.7,,,141,22,30,86.7,,,131,24.4,28,75,,,1,필기+실기,1,1,0,2,2,,
철도운송산업기사,T049,국가기술자격,400,산업기사,727,54.7,400,84.8,,,889,65.1,602,90.7,,,1318,62.3,803,81.2,,,2,필기+실기,1,1,0,2,1,,
철도전기신호기능사,T050,국가기술자격,500,기능사,69,17.4,517,94,,,152,22.4,512,94.5,,,352,24.7,572,94.4,,,2,필기+실기,1,1,0,2,2,특성화고 필기면제자 검정 포함(일반인 응시 불가),
철도차량기사,T051,국가기술자격,300,기사,0,0,4,0,,,34,50,14,14.3,,,0,0,9,0,,,1,필기+실기,1,1,0,2,5,,
철도차량기술사,T052,국가기술자격,100,기술사,28,28.6,9,66.7,,,56,26.8,23,60.9,,,60,10,12,58.3,,,2,필기+실기,1,1,0,2,4,,
철도차량정비기능사,T054,국가기술자격,500,기능사,0,0,1,100,,,139,7.2,10,100,,,188,16.5,25,80,,,1,필기+실기,1,1,0,2,2,,
철도차량정비기능장,T055,국가기술자격,200,기능장,229,35.4,185,4.9,,,223,43,195,8.7,,,131,35.1,114,14,,,2,필기+실기,1,1,0,2,5,,
철도토목기능사,T056,국가기술자격,500,기능사,0,0,0,0,,,59,33.9,18,100,,,0,0,20,95,,,2,필기+실기,1,1,0,2,2,특성화고 필기면제자 검정 포함(일반인 응시 불가),
철도토목기사,T058,국가기술자격,300,기사,189,52.9,131,61.1,,,232,47.8,124,80.6,,,198,36.4,78,23.1,,,1,필기+실기,1,1,0,2,3,,
초음파비파괴검사기능사,T059,국가기술자격,500,기능사,641,40.1,298,58.1,,,648,34.4,279,54.8,,,775,29.4,299,36.1,,,4,필기+실기,1,1,0,2,3,특성화고 필기면제자 검정 포함(일반인 응시 불가),
초음파비파괴검사기사,T060,국가기술자격,300,기사,433,48,334,9.9,,,469,58.4,339,13,,,478,52.5,371,10,,,2,필기+실기,1,1,0,2,4,,
초음파비파괴검사산업기사,T061,국가기술자격,400,산업기사,113,48.7,54,14.8,,,45,55.6,23,47.8,,,69,43.5,24,16.7,,,1,필기+실기,1,1,0,2,3,,
축로기능사,T062,국가기술자격,500,기능사,80,43.8,37,56.8,,,114,53.5,69,87,,,78,37.2,30,73.3,,,1,필기+실기,1,1,0,2,1,,
축산기능사,T063,국가기술자격,500,기능사,626,51.6,870,95.7,,,698,50.3,884,95.4,,,966,49.1,1162,95.5,,,4,필기+실기,1,1,0,2,1,특성화고 필기면제자 검정 포함(일반인 응시 불가),
축산기사,T064,국가기술자격,300,기사,1711,46.8,1196,57,,,1980,47.8,1325,53.1,,,1962,48.6,1307,46,,,3,필기+실기,1,1,0,2,3,,
축산기술사,T065,국가기술자격,100,기술사,18,27.8,5,60,,,14,21.4,5,60,,,11,9.1,3,33.3,,,1,필기+실기,1,1,0,2,4,,
축산산업기사,T066,국가기술자격,400,산업기사,749,34.2,353,45.3,,,775,33.4,318,48.4,,,777,34.6,343,52.5,,,2,필기+실기,1,1,0,2,3,,
측량기능사,T067,국가기술자격,500,기능사,2167,46.2,2204,73,,,2212,45.2,2291,70.8,,,1868,42.3,1902,71.1,,,4,필기+실기,1,1,0,2,2,특성화고 필기면제자 검정 포함(일반인 응시 불가),
측량및지형공간정보기사,T068,국가기술자격,300,기사,2127,38.4,1174,54.9,,,2638,36.1,1320,49.8,,,2404,33.9,1256,58.2,,,3,필기+실기,1,1,0,2,4,,
측량및지형공간정보기술사,T069,국가기술자격,100,기술사,75,6.7,7,100,,,93,10.8,12,58.3,,,78,11.5,16,56.3,,,2,필기+실기,1,1,0,2,4,,
측량및지형공간정보산업기사,T070,국가기술자격,400,산업기사,1048,35.1,442,74.4,,,1098,38.7,521,68.3,,,931,37.7,438,67.8,,,3,필기+실기,1,1,0,2,2,,
침투비파괴검사기능사,T072,국가기술자격,500,기능사,1344,40.6,750,74.8,,,1603,40.6,704,72,,,1795,39.3,865,68.3,,,4,필기+실기,1,1,0,2,2,특성화고 필기면제자 검정 포함(일반인 응시 불가),
침투비파괴검사기사,T073,국가기술자격,300,기사,895,53.7,675,51.9,,,952,53.3,650,61.2,,,950,46.5,566,56.9,,,3,필기+실기,1,1,0,2,3,,
침투비파괴검사산업기사,T074,국가기술자격,400,산업기사,739,61.2,598,49.3,,,721,53.4,513,51.3,,,677,47.3,482,34.6,,,3,필기+실기,1,1,0,2,3,,
컨벤션기획사1급,T075,국가기술자격,600,서비스,0,0,1,0,,,7,85.7,5,0,,,0,0,2,50,,,1,필기+실기,1,1,0,2,3,,
컨벤션기획사2급,T076,국가기술자격,600,서비스,800,89.8,560,29.1,,,852,86.4,452,47.8,,,1061,74.6,410,43.2,,,3,필기+실기,1,1,0,2,1,,
컨테이너크레인운전기능사,T077,국가기술자격,500,기능사,480,69.2,433,48.3,,,583,63.5,459,47.5,,,582,60.5,422,48.8,,,2,필기+실기,1,1,0,2,2,,
컬러리스트기사,T079,국가기술자격,300,기사,1892,49.9,1239,48.7,,,2132,49.8,1124,46.4,,,2030,43.8,969,55.9,,,3,필기+실기,1,1,0,2,4,,
컬러리스트산업기사,T080,국가기술자격,400,산업기사,1826,53.5,1213,47,,,1712,51,893,55.3,,,1726,47.5,823,51.5,,,3,필기+실기,1,1,0,2,3,,
컴퓨터그래픽기능사,T082,국가기술자격,500,기능사,11548,64.7,9152,77.8,,,11289,65.9,8951,73.8,,,10488,63.2,8299,81.4,,,5,필기+실기,1,1,0,2,1,특성화고 필기면제자 검정 포함(일반인 응시 불가),
컴퓨터시스템기사,T083,국가기술자격,300,기사,,,,,,,,,,,,,,,,,,,,,,,,0,,~2026,
컴퓨터시스템응용기술사,T084,국가기술자격,100,기술사,48,12.5,13,76.9,,,45,6.7,6,66.7,,,46,13,7,71.4,,,2,필기+실기,1,1,0,2,4,,
컴퓨터응용가공산업기사,T085,국가기술자격,400,산업기사,1746,52.1,1057,52.4,,,1564,52.1,908,60.2,,,1291,49,679,54.3,,,3,필기+실기,1,1,0,2,2,,
컴퓨터응용밀링기능사,T086,국가기술자격,500,기능사,6752,25.5,3681,67.3,,,7711,24.7,3995,67.1,,,8196,22.1,3578,64.7,,,5,필기+실기,1,1,0,2,3,특성화고 필기면제자 검정 포함(일반인 응시 불가),
컴퓨터응용선반기능사,T087,국가기술자격,500,기능사,6790,23.9,3073,68,,,7914,21.7,2830,66.6,,,8330,21.8,2855,67.5,,,5,필기+실기,1,1,0,2,3,특성화고 필기면제자 검정 포함(일반인 응시 불가),
컴퓨터활용능력 1급,T088,국가기술자격,,,"211,036",32.7,"247,352",16.5,,,"202,982",26.4,"192,383",15.5,,,"171,271",23,"170,188",6.9,,,,필기+실기,1,1,0,2,5,상시,
컴퓨터활용능력 2급,T089,국가기술자격,,,"178,568",46.6,"148,075",46.5,,,"222,442",33.3,"138,845",47,,,"226,313",31.9,"139,854",43.5,,,,필기+실기,1,1,0,2,3,상시,
콘크리트기능사,T090,국가기술자격,500,기능사,2453,47.9,1244,79,,,2614,49.7,1328,80.7,,,2466,48.8,1259,80.9,,,4,필기+실기,1,1,0,2,1,특성화고 필기면제자 검정 포함(일반인 응시 불가),
콘크리트기사,T091,국가기술자격,300,기사,2358,31.5,1040,51,,,2923,29.5,1121,70.1,,,2853,29.8,1286,49.1,,,3,필기+실기,1,1,0,2,4,,
콘크리트산업기사,T092,국가기술자격,400,산업기사,466,34.8,160,58.8,,,561,28.9,173,66.5,,,478,31.6,180,63.3,,,2,필기+실기,1,1,0,2,3,,
타워크레인운전기능사,T093,국가기술자격,500,기능사,1549,81.5,1510,51,,,1788,84.8,1728,53,,,1328,83.7,1337,52.5,,,2,필기+실기,1,1,0,2,1,,
타일기능사,T094,국가기술자격,500,기능사,4804,57.2,,,,,4230,58,,,,,3937,53,,,,,5,실기,0,1,0,1,2,특성화고 필기면제자 검정 포함(일반인 응시 불가),
텔레마케팅관리사,T095,국가기술자격,600,서비스,2279,83.1,1988,44.6,,,2428,81.1,1835,62.5,,,2647,70.4,1851,43.2,,,3,필기+실기,1,1,0,2,1,,
토목구조기술사,T096,국가기술자격,100,기술사,355,4.8,32,65.6,,,394,6.9,38,60.5,,,424,6.1,47,63.8,,,3,필기+실기,1,1,0,2,5,,
토목기사,T097,국가기술자격,300,기사,10774,27.5,5678,44.3,,,11762,29.6,6557,51.3,,,11821,31.7,6879,32.3,,,3,필기+실기,1,1,0,2,5,,
토목산업기사,T099,국가기술자격,400,산업기사,1333,20.8,367,64.6,,,1565,19.5,331,73.7,,,1485,23,374,70.9,,,3,필기+실기,1,1,0,2,3,,
토목시공기술사,T100,국가기술자격,100,기술사,2370,10.5,380,66.6,,,2716,8,334,62,,,2830,11.4,495,64.8,,,3,필기+실기,1,1,0,2,5,,
토목품질시험기술사,T101,국가기술자격,100,기술사,128,22.7,42,57.1,,,179,9.5,32,53.1,,,173,9.2,29,58.6,,,2,필기+실기,1,1,0,2,5,,
토양환경기사,T103,국가기술자격,300,기사,1116,44.8,785,39.7,,,1038,42.8,708,43.5,,,941,41.9,644,49.7,,,3,필기+실기,1,1,0,2,4,,
토양환경기술사,T105,국가기술자격,100,기술사,19,47.4,16,62.5,,,22,18.2,9,88.9,,,25,12,3,33.3,,,1,필기+실기,1,1,0,2,4,,
토질및기초기술사,T106,국가기술자격,100,기술사,960,5.5,81,59.3,,,1124,3,62,62.9,,,1174,5.6,121,51.2,,,3,필기+실기,1,1,0,2,5,,
통신선로산업기사,T107,국가기술자격,400,산업기사,138,32.6,51,70.59,,,112,28.57,30,80,,,161,18.01,30,96.7,,,4,필기+실기,1,1,0,2,2,특성화고 필기면제자 검정 포함(일반인 응시 불가),
통신설비기능장,T108,국가기술자격,200,기능장,865,49.83,793,35.44,,,751,24.9,439,41.69,,,745,30.74,370,48.92,,,4,필기+실기,1,1,0,2,4,특성화고 필기면제자 검정 포함(일반인 응시 불가),
