section,category,pct_isolated,pct_general,n_iso,n_gen,chi2,p_value,cohen_h,diff_pct,significant
【B8】 평소 식사 방식,가족이 식탁에 차려 놓으면 혼자 먹는다,11.317,12.512,486,5027,0.5829,0.445194,0.0369,-1.195,False
【B7】 평소 식사 횟수,하루에 4끼 이상,1.646,1.213,486,5027,0.6712,0.412648,0.0366,0.433,False
【A18_1】 외로움 척도▶나는 나와 같이 있어 줄 사람이 부족하다,가끔그런편이다,39.712,37.935,486,5027,0.5933,0.44116,0.0365,1.777,False
【B2】 평균 수면 시간,5~6시간,41.304,39.519,486,5027,0.621,0.430675,0.0364,1.785,False
【A8】 은둔 기간,1년 이상 ~ 3년 미만,28.148,26.527,486,5027,0.6187,0.431542,0.0364,1.621,False
【A3】 일 또는 학업활동을 전혀 하지 않고 생활해온 기간,5년 이상 ~ 7년 미만,7.477,8.421,486,5027,0.5889,0.442826,0.0349,-0.944,False
【C7x1】 경제적 지원▶제공 기간,4~6개월 정도,13.669,14.855,486,5027,0.5771,0.447461,0.0339,-1.186,False
【C7x5】 일자리나 공부 기회▶제공 기간,1회로 끝나는 단기적 지원,4.902,4.207,486,5027,0.5962,0.440049,0.0334,0.695,False
【B9_2】 자기관리 및 청결 ▶목욕/샤워를 한다,일주일에한 번,8.848,7.997,486,5027,0.4324,0.5108,0.0307,0.851,False
【B10】 주관적 건강상태,Middle(③),40.947,42.451,486,5027,0.4108,0.521559,0.0305,-1.504,False
【B10】 주관적 건강상태,보통이다,40.947,42.451,486,5027,0.4108,0.521559,0.0305,-1.504,False
【SQ8_1 TO SQ8_13】 비동거 가족,자녀,1.897,1.505,486,5027,0.3375,0.561276,0.0304,0.392,False
【C7x9】 기타▶제공 기간,1개월 정도,7.143,7.895,486,5027,0.297,0.58577,0.0285,-0.752,False
【B7】 평소 식사 횟수,하루에 2끼,56.79,58.146,486,5027,0.3345,0.563018,0.0274,-1.356,False
【C6x8】 가까운 사람들의 이해와 지지▶제공 방식,1:1로 혼자서,43.697,42.355,486,5027,0.2926,0.58856,0.0271,1.342,False
【B12_1 TO B12_9】 우울 척도 총점,8.00,3.086,3.561,486,5027,0.2937,0.58786,0.0265,-0.475,False
【B5_1】 [1순위]가장 많이 하는 활동,실내운동,1.235,1.532,486,5027,0.2639,0.607454,0.0255,-0.297,False
【B2_R】 수면 시간(Recode),8~12시간 미만,25.203,24.137,486,5027,0.2287,0.632488,0.0247,1.066,False
【C3】 고립/은둔 벗어나기 위한 시도 실패 이유,돈이나 시간 등이 부족해서 계속할 수 없었다,26.471,25.389,486,5027,0.3142,0.575139,0.0247,1.082,False
【SQ8_1 TO SQ8_13】 비동거 가족,자녀의 배우자,2.168,1.825,486,5027,0.4537,0.500573,0.0245,0.343,False
【B12_3】 우울 척도▶잠들기가 어렵거나 자주 깼다/혹은 너무 많이 잤다.,"2, 3일 이상",31.07,32.166,486,5027,0.2445,0.620969,0.0236,-1.096,False
【C4_1 TO C4_9】 고립/은둔 회복 위해 필요한 지원,심리 상담,36.831,35.868,486,5027,0.1792,0.672059,0.02,0.963,False
【B5_1 TO B5_3】 [1-3순위]가장 많이 하는 활동,잠,52.058,51.064,486,5027,0.175,0.675698,0.0199,0.994,False
【A6】 본인의 주관적 경제 수준,매우 여유있음,1.562,1.805,486,5027,0.0677,0.794718,0.0189,-0.243,False
【B4】 주 외출 시간대,새벽,2.564,2.287,486,5027,0.0649,0.798976,0.018,0.277,False
【C8_3】 서울시 고립·은둔청년 지원 사업 도움 여부,보통이다,28.571,29.316,486,5027,0.1113,0.738722,0.0164,-0.745,False
【C2】 고립/은둔 벗어나기 위한 시도 방법,비슷한 상황에 있는 사람들과 만남을 가졌다,3.543,3.255,486,5027,0.0774,0.780797,0.0159,0.288,False
【A16_1 TO A16_11】 고립/은둔 계기,집 밖에 나가는 것이 귀찮아서,39.918,39.181,486,5027,0.0989,0.753211,0.0151,0.737,False
【A13_2】 물리적 고립▶친인척들과의 대면 교류,1년에한두 번,38.477,37.816,486,5027,0.0824,0.774028,0.0136,0.661,False
【A9_1】 최초 은둔 시작 시기,20~24세,39.011,39.673,486,5027,0.0604,0.805813,0.0136,-0.662,False
【A4_1 TO A4_8】 생활비 출처,조부모님의 지원,3.125,2.909,486,5027,0.0518,0.8199,0.0126,0.216,False
【A9_1】 최초 은둔 시작 시기,35~39세,4.121,4.336,486,5027,0.0526,0.818654,0.0107,-0.215,False
【SQ6_R】 동거인 수,2명,15.021,15.377,486,5027,0.0433,0.835108,0.0099,-0.356,False
【C7x6】 비슷한 상황에 있는 사람들과의 만남▶제공 기간,1개월 정도,19.565,19.925,486,5027,0.0412,0.839114,0.009,-0.36,False
【SQ6_R】 동거인 수,4명,27.778,28.168,486,5027,0.0334,0.85508,0.0087,-0.39,False
【C6x9】 기타▶제공 방식,1:1로 혼자서,71.429,71.053,486,5027,0.0253,0.873501,0.0083,0.376,False
【B1_3】 평소 생활 패턴▶나는 평소 밤낮이 바뀐 생활을 하는 편이다,Middle(③),26.543,26.835,486,5027,0.0192,0.889678,0.0066,-0.292,False
【B1_3】 평소 생활 패턴▶나는 평소 밤낮이 바뀐 생활을 하는 편이다,보통이다,26.543,26.835,486,5027,0.0192,0.889678,0.0066,-0.292,False
【B12_1 TO B12_9】 우울 척도 총점,15.00,2.675,2.586,486,5027,0.0139,0.906316,0.0056,0.089,False
【B12_1 TO B12_9】 우울 척도 총점,6.00,4.733,4.615,486,5027,0.0139,0.906306,0.0056,0.118,False
【C4_1 TO C4_9】 고립/은둔 회복 위해 필요한 지원,가족에 대한 교육과 상담,10.7,10.54,486,5027,0.0115,0.914608,0.0052,0.16,False
【B12_1 TO B12_9】 우울 척도 총점,7.00,3.704,3.799,486,5027,0.0111,0.915919,0.005,-0.095,False
【A9_1】 최초 은둔 시작 시기,30~34세,12.363,12.514,486,5027,0.0113,0.915462,0.0046,-0.151,False
【B9_2】 자기관리 및 청결 ▶목욕/샤워를 한다,2~3주에한 번,3.292,3.223,486,5027,0.0069,0.933956,0.0039,0.069,False
【C7x7】 가족에 대한 교육과 상담▶제공 기간,1회로 끝나는 단기적 지원,5.769,5.836,486,5027,0.0037,0.951822,0.0029,-0.067,False
【B9_3】 자기관리 및 청결 ▶세수/양치를 한다,매일,83.128,83.211,486,5027,0.0022,0.962681,0.0022,-0.083,False
【B5_1 TO B5_3】 [1-3순위]가장 많이 하는 활동,기타(기입:  [TEXT_1] ),2.469,2.447,486,5027,0.0009,0.975717,0.0014,0.022,False
"【C6x4】 취미, 운동 등의 활동▶제공 방식",1:1로 혼자서,41.475,41.536,486,5027,0.0001,0.99043,0.0012,-0.061,False
【C8_1】 서울시 고립·은둔청년 지원 사업 인지 경로,기타 지원 단체 방문을 통해,2.174,2.191,486,5027,0.0117,0.913968,0.0012,-0.017,False
【A11】 지난 2주 동안 교류 횟수,2회,15.176,15.145,486,5027,0.0027,0.958749,0.0009,0.031,False
【C2】 고립/은둔 벗어나기 위한 시도 방법,심리 상담을 받았다,10.236,10.262,486,5027,0.0003,0.986999,0.0009,-0.026,False
【B1_2】 평소 생활 패턴▶나는 평소 가족과 대화를 자주 하는 편이다,Middle(③),32.099,32.127,486,5027,0.0002,0.990018,0.0006,-0.028,False
【B1_2】 평소 생활 패턴▶나는 평소 가족과 대화를 자주 하는 편이다,보통이다,32.099,32.127,486,5027,0.0002,0.990018,0.0006,-0.028,False
【A2_1_9】 미취업 이유▶기타,예 (해당함),100.0,100.0,486,5027,0.0,1.0,0.0,0.0,False
【C6x7】 가족에 대한 교육과 상담▶제공 방식,가족과 함께,53.846,53.846,486,5027,0.0006,0.979702,0.0,0.0,False
